code;text_long;text;version;year
4500;Incision of intestine, not otherwise specified;Intestinal incision NOS;32;2015
4501;Incision of duodenum;Duodenal incision;32;2015
4502;Other incision of small intestine;Small bowel incision NEC;32;2015
4503;Incision of large intestine;Large bowel incision;32;2015
4511;Transabdominal endoscopy of small intestine;Transab sm bowel endosc;32;2015
4512;Endoscopy of small intestine through artificial stoma;Endosc sm bowel thru st;32;2015
4513;Other endoscopy of small intestine;Sm bowel endoscopy NEC;32;2015
4514;Closed [endoscopic] biopsy of small intestine;Clos small bowel biopsy;32;2015
4515;Open biopsy of small intestine;Open small bowel biopsy;32;2015
4516;Esophagogastroduodenoscopy [EGD] with closed biopsy;Egd with closed biopsy;32;2015
4519;Other diagnostic procedures on small intestine;Sm bowel dx proc NEC;32;2015
4521;Transabdominal endoscopy of large intestine;Transab lg bowel endosc;32;2015
4522;Endoscopy of large intestine through artificial stoma;Endosc lg bowel thru st;32;2015
4523;Colonoscopy;Colonoscopy;32;2015
4524;Flexible sigmoidoscopy;Flexible sigmoidoscopy;32;2015
4525;Closed [endoscopic] biopsy of large intestine;Clos large bowel biopsy;32;2015
4526;Open biopsy of large intestine;Open large bowel biopsy;32;2015
4527;Intestinal biopsy, site unspecified;Intestinal biopsy NOS;32;2015
4528;Other diagnostic procedures on large intestine;Lg bowel dx proced NEC;32;2015
4529;Other diagnostic procedures on intestine, site unspecified;Bowel diagnost proc NEC;32;2015
4530;Endoscopic excision or destruction of lesion of duodenum;Endosc destru duoden les;32;2015
4531;Other local excision of lesion of duodenum;Oth excise duodenum les;32;2015
4532;Other destruction of lesion of duodenum;Destruct duoden les NEC;32;2015
4533;Local excision of lesion or tissue of small intestine, except duodenum;Local excis sm bowel NEC;32;2015
4534;Other destruction of lesion of small intestine, except duodenum;Destr sm bowel les NEC;32;2015
4541;Excision of lesion or tissue of large intestine;Excise lg intestine les;32;2015
4542;Endoscopic polypectomy of large intestine;Endo polpectomy lrge int;32;2015
4543;Endoscopic destruction of other lesion or tissue of large intestine;Endosc destru lg int les;32;2015
4549;Other destruction of lesion of large intestine;Destruc lg bowel les NEC;32;2015
4550;Isolation of intestinal segment, not otherwise specified;Intest seg isolat NOS;32;2015
4551;Isolation of segment of small intestine;Sm bowel segment isolat;32;2015
4552;Isolation of segment of large intestine;Lg bowel segment isolat;32;2015
4561;Multiple segmental resection of small intestine;Mult seg sm bowel excis;32;2015
4562;Other partial resection of small intestine;Part sm bowel resect NEC;32;2015
4563;Total removal of small intestine;Total removal sm bowel;32;2015
4571;Open and other multiple segmental resection of large intestine;Opn mul seg lg intes NEC;32;2015
4572;Open and other cecectomy;Open cecectomy NEC;32;2015
4573;Open and other right hemicolectomy;Opn rt hemicolectomy NEC;32;2015
4574;Open and other resection of transverse colon;Opn transv colon res NEC;32;2015
4575;Open and other left hemicolectomy;Opn lft hemicolectmy NEC;32;2015
4576;Open and other sigmoidectomy;Open sigmoidectomy NEC;32;2015
4579;Other and unspecified partial excision of large intestine;Prt lg intes exc NEC/NOS;32;2015
4581;Laparoscopic total intra-abdominal colectomy;Lap tot intr-ab colectmy;32;2015
4582;Open total intra-abdominal colectomy;Op tot intr-abd colectmy;32;2015
4583;Other and unspecified total intra-abdominal colectomy;Tot abd colectmy NEC/NOS;32;2015
4590;Intestinal anastomosis, not otherwise specified;Intestinal anastom NOS;32;2015
4591;Small-to-small intestinal anastomosis;Sm-to-sm bowel anastom;32;2015
4592;Anastomosis of small intestine to rectal stump;Sm bowel-rect stump anas;32;2015
4593;Other small-to-large intestinal anastomosis;Small-to-large bowel NEC;32;2015
4594;Large-to-large intestinal anastomosis;Lg-to-lg bowel anastom;32;2015
4595;Anastomosis to anus;Anal anastomosis;32;2015
4601;Exteriorization of small intestine;Sm bowel exteriorization;32;2015
4602;Resection of exteriorized segment of small intestine;Resect ext seg sm bowel;32;2015
4603;Exteriorization of large intestine;Lg bowel exteriorization;32;2015
4604;Resection of exteriorized segment of large intestine;Resect ext seg lg bowel;32;2015
4610;Colostomy, not otherwise specified;Colostomy NOS;32;2015
4611;Temporary colostomy;Temporary colostomy;32;2015
4613;Permanent colostomy;Permanent colostomy;32;2015
4614;Delayed opening of colostomy;Delay opening colostomy;32;2015
4620;Ileostomy, not otherwise specified;Ileostomy NOS;32;2015
4621;Temporary ileostomy;Temporary ileostomy;32;2015
4622;Continent ileostomy;Continent ileostomy;32;2015
4623;Other permanent ileostomy;Permanent ileostomy NEC;32;2015
4624;Delayed opening of ileostomy;Delay opening ileostomy;32;2015
4631;Delayed opening of other enterostomy;Delay opening enterostom;32;2015
4632;Percutaneous (endoscopic) jejunostomy [PEJ];Percu endosc jejunostomy;32;2015
4639;Other enterostomy;Enterostomy NEC;32;2015
4640;Revision of intestinal stoma, not otherwise specified;Intest stoma revis NOS;32;2015
4641;Revision of stoma of small intestine;Sm bowel stoma revision;32;2015
4642;Repair of pericolostomy hernia;Pericolost hernia repair;32;2015
4643;Other revision of stoma of large intestine;Lg bowel stoma revis NEC;32;2015
4650;Closure of intestinal stoma, not otherwise specified;Intest stoma closure NOS;32;2015
4651;Closure of stoma of small intestine;Sm bowel stoma closure;32;2015
4652;Closure of stoma of large intestine;Lg bowel stoma closure;32;2015
4660;Fixation of intestine, not otherwise specified;Intestinal fixation NOS;32;2015
4661;Fixation of small intestine to abdominal wall;Sm bowel-abd wall fixat;32;2015
4662;Other fixation of small intestine;Small bowel fixation NEC;32;2015
4663;Fixation of large intestine to abdominal wall;Lg bowel-abd wall fixat;32;2015
4664;Other fixation of large intestine;Large bowel fixation NEC;32;2015
4671;Suture of laceration of duodenum;Duodenal lacerat suture;32;2015
4672;Closure of fistula of duodenum;Duodenal fistula closure;32;2015
4673;Suture of laceration of small intestine, except duodenum;Small bowel suture NEC;32;2015
4674;Closure of fistula of small intestine, except duodenum;Close sm bowel fist NEC;32;2015
4675;Suture of laceration of large intestine;Suture lg bowel lacerat;32;2015
4676;Closure of fistula of large intestine;Close lg bowel fistula;32;2015
4679;Other repair of intestine;Repair of intestine NEC;32;2015
4680;Intra-abdominal manipulation of intestine, not otherwise specified;Intra-ab bowel manip NOS;32;2015
4681;Intra-abdominal manipulation of small intestine;Intra-abd sm bowel manip;32;2015
4682;Intra-abdominal manipulation of large intestine;Intra-abd lg bowel manip;32;2015
4685;Dilation of intestine;Dilation of intestine;32;2015
4686;Endoscopic insertion of colonic stent(s);Endo insrt colonic stent;32;2015
4687;Other insertion of colonic stent(s);Insert colonic stent NEC;32;2015
4691;Myotomy of sigmoid colon;Myotomy of sigmoid colon;32;2015
4692;Myotomy of other parts of colon;Myotomy of colon NEC;32;2015
4693;Revision of anastomosis of small intestine;Revise sm bowel anastom;32;2015
4694;Revision of anastomosis of large intestine;Revise lg bowel anastom;32;2015
4695;Local perfusion of small intestine;Local sm bowel perfusion;32;2015
4696;Local perfusion of large intestine;Local lg bowel perfusion;32;2015
4697;Transplant of intestine;Transplant of intestine;32;2015
4699;Other operations on intestines;Intestinal op NEC;32;2015
4701;Laparoscopic appendectomy;Lap appendectomy;32;2015
4709;Other appendectomy;Other appendectomy;32;2015
4711;Laparoscopic incidental appendectomy;Lap incid appendectomy;32;2015
4719;Other incidental appendectomy;Other incid appendectomy;32;2015
472;Drainage of appendiceal abscess;Drain appendiceal absc;32;2015
4791;Appendicostomy;Appendicostomy;32;2015
4792;Closure of appendiceal fistula;Close appendiceal fistul;32;2015
4799;Other operations on appendix;Appendiceal ops NEC;32;2015
480;Proctotomy;Proctotomy;32;2015
481;Proctostomy;Proctostomy;32;2015
4821;Transabdominal proctosigmoidoscopy;Transab proctosigmoidosc;32;2015
4822;Proctosigmoidoscopy through artificial stoma;Proctosigmoidosc thru st;32;2015
4823;Rigid proctosigmoidoscopy;Rigid proctosigmoidoscpy;32;2015
4824;Closed [endoscopic] biopsy of rectum;Closed rectal biopsy;32;2015
4825;Open biopsy of rectum;Open rectal biopsy;32;2015
4826;Biopsy of perirectal tissue;Perirectal tissue biopsy;32;2015
4829;Other diagnostic procedures on rectum, rectosigmoid and perirectal tissue;Rect/perirect dx op NEC;32;2015
4831;Radical electrocoagulation of rectal lesion or tissue;Rad electrocoag-rect les;32;2015
4832;Other electrocoagulation of rectal lesion or tissue;Electrocoag rect les NEC;32;2015
4833;Destruction of rectal lesion or tissue by laser;Laser destruc rectal les;32;2015
4834;Destruction of rectal lesion or tissue by cryosurgery;Cryosurg destr rect les;32;2015
4835;Local excision of rectal lesion or tissue;Local excis rectal les;32;2015
4836;[Endoscopic] polypectomy of rectum;Polypectomy of rectum;32;2015
4840;Pull-through resection of rectum, not otherwise specified;Pull-thru res rectum NOS;32;2015
4841;Soave submucosal resection of rectum;Soave submuc rect resect;32;2015
4842;Laparoscopic pull-through resection of rectum;Lap pull-thru res rectum;32;2015
4843;Open pull-through resection of rectum;Opn pull-thru res rectum;32;2015
4849;Other pull-through resection of rectum;Pull-thru rect resec NEC;32;2015
4850;Abdominoperineal resection of the rectum, not otherwise specified;Abdperneal res rectm NOS;32;2015
4851;Laparoscopic abdominoperineal resection of the rectum;Lap abdperneal resc rec;32;2015
4852;Open abdominoperineal resection of the rectum;Opn abdperneal resc rec;32;2015
4859;Other abdominoperineal resection of the rectum;Abdperneal resc rect NEC;32;2015
4861;Transsacral rectosigmoidectomy;Transsac rectosigmoidect;32;2015
4862;Anterior resection of rectum with synchronous colostomy;Ant rect resect w colost;32;2015
4863;Other anterior resection of rectum;Anterior rect resect NEC;32;2015
4864;Posterior resection of rectum;Posterior rect resection;32;2015
4865;Duhamel resection of rectum;Duhamel rectal resection;32;2015
4869;Other resection of rectum;Rectal resection NEC;32;2015
4871;Suture of laceration of rectum;Suture of rectal lacer;32;2015
4872;Closure of proctostomy;Closure of proctostomy;32;2015
4873;Closure of other rectal fistula;Close rectal fist NEC;32;2015
4874;Rectorectostomy;Rectorectostomy;32;2015
4875;Abdominal proctopexy;Abdominal proctopexy;32;2015
4876;Other proctopexy;Proctopexy NEC;32;2015
4879;Other repair of rectum;Repair of rectum NEC;32;2015
4881;Incision of perirectal tissue;Perirectal incision;32;2015
4882;Excision of perirectal tissue;Perirectal excision;32;2015
4891;Incision of rectal stricture;Incis rectal stricture;32;2015
4892;Anorectal myectomy;Anorectal myomectomy;32;2015
4893;Repair of perirectal fistula;Repair perirect fistula;32;2015
4899;Other operations on rectum and perirectal tissue;Rectal perirect op NEC;32;2015
4901;Incision of perianal abscess;Incis perianal abscess;32;2015
4902;Other incision of perianal tissue;Perianal incision NEC;32;2015
4903;Excision of perianal skin tags;Excis perianal skin tag;32;2015
4904;Other excision of perianal tissue;Perianal excision NEC;32;2015
4911;Anal fistulotomy;Anal fistulotomy;32;2015
4912;Anal fistulectomy;Anal fistulectomy;32;2015
4921;Anoscopy;Anoscopy;32;2015
4922;Biopsy of perianal tissue;Perianal biopsy;32;2015
4923;Biopsy of anus;Anal biopsy;32;2015
4929;Other diagnostic procedures on anus and perianal tissue;Anal/perian dx proc NEC;32;2015
4931;Endoscopic excision or destruction of lesion or tissue of anus;Endosc destruc anus les;32;2015
4939;Other local excision or destruction of lesion or tissue of anus;Other destruc anus les;32;2015
4941;Reduction of hemorrhoids;Hemorrhoid reduction;32;2015
4942;Injection of hemorrhoids;Hemorrhoid injection;32;2015
4943;Cauterization of hemorrhoids;Hemorrhoid cauterizat;32;2015
4944;Destruction of hemorrhoids by cryotherapy;Hemorrhoid cryotherapy;32;2015
4945;Ligation of hemorrhoids;Hemorrhoid ligation;32;2015
4946;Excision of hemorrhoids;Hemorrhoidectomy;32;2015
4947;Evacuation of thrombosed hemorrhoids;Hemorrhoid evacuation;32;2015
4949;Other procedures on hemorrhoids;Hemorrhoid procedure NEC;32;2015
4951;Left lateral anal sphincterotomy;Left lat sphincterotomy;32;2015
4952;Posterior anal sphincterotomy;Post sphincterotomy;32;2015
4959;Other anal sphincterotomy;Anal sphincterotomy NEC;32;2015
496;Excision of anus;Excision of anus;32;2015
4971;Suture of laceration of anus;Suture anal laceration;32;2015
4972;Anal cerclage;Anal cerclage;32;2015
4973;Closure of anal fistula;Closure of anal fistula;32;2015
4974;Gracilis muscle transplant for anal incontinence;Gracilis musc transplan;32;2015
4975;Implantation or revision of artificial anal sphincter;Impl or rev art anal sph;32;2015
4976;Removal of artificial anal sphincter;Remov art anal sphincter;32;2015
4979;Other repair of anal sphincter;Anal sphinct repair NEC;32;2015
4991;Incision of anal septum;Incision of anal septum;32;2015
4992;Insertion of subcutaneous electrical anal stimulator;Insert subq anal stimul;32;2015
4993;Other incision of anus;Anal incision NEC;32;2015
4994;Reduction of anal prolapse;Reduction anal prolapse;32;2015
4995;Control of (postoperative) hemorrhage of anus;Control anal hemorrhage;32;2015
4999;Other operations on anus;Anal operation NEC;32;2015
500;Hepatotomy;Hepatotomy;32;2015
5011;Closed (percutaneous) [needle] biopsy of liver;Closed liver biopsy;32;2015
5012;Open biopsy of liver;Open liver biopsy;32;2015
5013;Transjugular liver biopsy;Transjugular liver bx;32;2015
5014;Laparoscopic liver biopsy;Laparoscopic liver bx;32;2015
5019;Other diagnostic procedures on liver;Hepatic dx proc NEC;32;2015
5021;Marsupialization of lesion of liver;Marsupializat liver les;32;2015
5022;Partial hepatectomy;Partial hepatectomy;32;2015
5023;Open ablation of liver lesion or tissue;Opn abltn liver les/tiss;32;2015
5024;Percutaneous ablation of liver lesion or tissue;Perc abltn liver les/tis;32;2015
5025;Laparoscopic ablation of liver lesion or tissue;Lap abltn liver les/tiss;32;2015
5026;Other and unspecified ablation of liver lesion or tissue;Abltn liver les/tiss NEC;32;2015
