"applno","productno","form","strength","referencedrug","drugname","activeingredient","referencestandard","tecode"
18656,1,"INJECTABLE;INJECTION","40MG/ML",0,"DOPAMINE HYDROCHLORIDE","DOPAMINE HYDROCHLORIDE","0",
18657,1,"INJECTABLE;INJECTION","500MG/100ML",1,"FLAGYL I.V. RTU IN PLASTIC CONTAINER","METRONIDAZOLE","1",
18658,1,"SUSPENSION, EXTENDED RELEASE;ORAL","EQ 30MG HBR/5ML",1,"DELSYM","DEXTROMETHORPHAN POLISTIREX","1",
18659,1,"TABLET;ORAL","100MG",0,"ALLOPURINOL","ALLOPURINOL","0",
18659,2,"TABLET;ORAL","300MG",0,"ALLOPURINOL","ALLOPURINOL","0",
18660,1,"INJECTABLE;INJECTION","10%",0,"TRAVAMULSION 10%","SOYBEAN OIL","0",
18662,2,"CAPSULE;ORAL","10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ACCUTANE","ISOTRETINOIN","0",
18662,3,"CAPSULE;ORAL","40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ACCUTANE","ISOTRETINOIN","0",
18662,4,"CAPSULE;ORAL","20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ACCUTANE","ISOTRETINOIN","0",
18663,1,"INJECTABLE;INJECTION","10,000 UNITS/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"CHYMODIACTIN","CHYMOPAPAIN","0",
18663,2,"INJECTABLE;INJECTION","4,000 UNITS/VIAL",0,"CHYMODIACTIN","CHYMOPAPAIN","0",
18664,1,"TABLET;ORAL","130MG",1,"IOSAT","POTASSIUM IODIDE","1",
18664,2,"TABLET;ORAL","65MG",1,"IOSAT","POTASSIUM IODIDE","0",
18667,1,"INJECTABLE;INJECTION","10MG/ML",0,"FUROSEMIDE","FUROSEMIDE","0",
18668,1,"TABLET;ORAL-21","0.03MG;0.15MG",0,"NORDETTE-21","ETHINYL ESTRADIOL; LEVONORGESTREL","0",
18669,1,"TABLET, CHEWABLE;ORAL","500MG",0,"NICLOCIDE","NICLOSAMIDE","0",
18670,1,"INJECTABLE;INJECTION","10MG/ML",0,"FUROSEMIDE","FUROSEMIDE","0",
18671,1,"CAPSULE;ORAL","100uCi",1,"SODIUM IODIDE I 123","SODIUM IODIDE I-123","1",
18671,2,"CAPSULE;ORAL","200uCi",1,"SODIUM IODIDE I 123","SODIUM IODIDE I-123","1",
18671,3,"CAPSULE;ORAL","400uCi",0,"SODIUM IODIDE I 123","SODIUM IODIDE I-123","0",
18672,1,"INJECTABLE;INJECTION","1MG/ML",0,"NITRONAL","NITROGLYCERIN","0",
18672,2,"INJECTABLE;INJECTION","5MG/ML",0,"NITRO IV","NITROGLYCERIN","0",
18674,1,"INJECTABLE;INJECTION","500MG/100ML",0,"METRO I.V.","METRONIDAZOLE","0",
18675,1,"SYRUP;ORAL","EQ 0.5MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"TAVIST","CLEMASTINE FUMARATE","0",
18676,1,"INJECTABLE;INJECTION","8% (8GM/100ML)",0,"HEPATAMINE 8%","AMINO ACIDS","0",
18677,1,"CAPSULE;ORAL","1MG",1,"CESAMET","NABILONE","1",
18678,1,"INJECTABLE;INJECTION","4% (4GM/100ML)",0,"BRANCHAMIN 4%","AMINO ACIDS","0",
18679,1,"TABLET;ORAL","100MG",1,"TRIMETHOPRIM","TRIMETHOPRIM","1",
18680,1,"INTRAUTERINE DEVICE;INTRAUTERINE","309MG/COPPER",1,"PARAGARD T 380A","COPPER","1",
18681,1,"SOLUTION;IRRIGATION","20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML",1,"LACTATED RINGER'S IN PLASTIC CONTAINER","CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","1",
18682,1,"CREAM;TOPICAL","1%",0,"TZ-3","TIOCONAZOLE","0",
18683,1,"SPONGE;VAGINAL","1GM",1,"TODAY","NONOXYNOL-9","1",
18684,1,"INJECTABLE;INJECTION","4% (4GM/100ML)",0,"BRANCHAMIN 4% IN PLASTIC CONTAINER","AMINO ACIDS","0",
18685,1,"TABLET, CHEWABLE;ORAL","80MG;20MG",1,"GAVISCON","ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE","0",
18685,2,"TABLET, CHEWABLE;ORAL","160MG;40MG",1,"GAVISCON","ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE","1",
18686,1,"INJECTABLE;INJECTION","5MG/ML",0,"NORMODYNE","LABETALOL HYDROCHLORIDE","0",
18687,1,"TABLET;ORAL","100MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"NORMODYNE","LABETALOL HYDROCHLORIDE","0",
18687,2,"TABLET;ORAL","200MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"NORMODYNE","LABETALOL HYDROCHLORIDE","0",
18687,3,"TABLET;ORAL","300MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"NORMODYNE","LABETALOL HYDROCHLORIDE","0",
18687,4,"TABLET;ORAL","400MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"NORMODYNE","LABETALOL HYDROCHLORIDE","0",
18689,1,"CAPSULE;ORAL","3MG",1,"RIDAURA","AURANOFIN","1",
18690,1,"CAPSULE;ORAL","25MG",0,"INDOMETHACIN","INDOMETHACIN","0",
18690,2,"CAPSULE;ORAL","50MG",0,"INDOMETHACIN","INDOMETHACIN","0",
18692,1,"INJECTABLE;SPINAL","0.75%",1,"MARCAINE","BUPIVACAINE HYDROCHLORIDE","1",
18700,1,"INJECTABLE;INJECTION","EQ 5MG BASE/ML",0,"INOCOR","INAMRINONE LACTATE","0",
18701,1,"INJECTABLE;INJECTION","EQ 50MG BASE/ML",1,"HALDOL","HALOPERIDOL DECANOATE","1",
18701,2,"INJECTABLE;INJECTION","EQ 100MG BASE/ML",1,"HALDOL","HALOPERIDOL DECANOATE","1",
18702,1,"OINTMENT;TOPICAL","0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ACLOVATE","ALCLOMETASONE DIPROPIONATE","0",
18703,1,"TABLET;ORAL","EQ 150MG BASE",1,"ZANTAC 150","RANITIDINE HYDROCHLORIDE","0",
18703,2,"TABLET;ORAL","EQ 300MG BASE",1,"ZANTAC 300","RANITIDINE HYDROCHLORIDE","1",
18704,1,"INJECTABLE;INJECTION","1MG/ML",1,"LOPRESSOR","METOPROLOL TARTRATE","1",
18705,1,"AEROSOL;SUBLINGUAL","0.4MG/SPRAY",0,"NITROLINGUAL","NITROGLYCERIN","0",
18705,2,"SPRAY, METERED;SUBLINGUAL","0.4MG/SPRAY",1,"NITROLINGUAL PUMPSPRAY","NITROGLYCERIN","1",
18706,1,"CAPSULE;ORAL","1MG",0,"HYDERGINE LC","ERGOLOID MESYLATES","0",
18707,1,"CREAM;TOPICAL","0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ACLOVATE","ALCLOMETASONE DIPROPIONATE","0",
18708,1,"TABLET;ORAL","15MG",1,"DORAL","QUAZEPAM","1",
18708,3,"TABLET;ORAL","7.5MG",0,"DORAL","QUAZEPAM","0",
18709,1,"TABLET;ORAL","25MG;15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"CAPOZIDE 25/15","CAPTOPRIL; HYDROCHLOROTHIAZIDE","0",
18709,2,"TABLET;ORAL","25MG;25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"CAPOZIDE 25/25","CAPTOPRIL; HYDROCHLOROTHIAZIDE","0",
18709,3,"TABLET;ORAL","50MG;25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"CAPOZIDE 50/25","CAPTOPRIL; HYDROCHLOROTHIAZIDE","0",
18709,4,"TABLET;ORAL","50MG;15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"CAPOZIDE 50/15","CAPTOPRIL; HYDROCHLOROTHIAZIDE","0",
18713,1,"TROCHE/LOZENGE;ORAL","10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"MYCELEX","CLOTRIMAZOLE","0",
18714,1,"TABLET;ORAL","600MG",1,"BILTRICIDE","PRAZIQUANTEL","1",
18716,1,"TABLET;ORAL","100MG",0,"TRANDATE","LABETALOL HYDROCHLORIDE","0",
18716,2,"TABLET;ORAL","200MG",0,"TRANDATE","LABETALOL HYDROCHLORIDE","0",
18716,3,"TABLET;ORAL","300MG",0,"TRANDATE","LABETALOL HYDROCHLORIDE","0",
18716,4,"TABLET;ORAL","400MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"TRANDATE","LABETALOL HYDROCHLORIDE","0",
18719,1,"CAPSULE;ORAL","60MG",0,"MODRASTANE","TRILOSTANE","0",
18719,2,"CAPSULE;ORAL","30MG",0,"MODRASTANE","TRILOSTANE","0",
18721,1,"INJECTABLE;INJECTION","33MG/100ML;30MG/100ML;860MG/100ML",0,"RINGER'S IN PLASTIC CONTAINER","CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE","0",
18722,1,"INJECTABLE;INJECTION","75MG/100ML;900MG/100ML",0,"SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.075% IN PLASTIC CONTAINER","POTASSIUM CHLORIDE; SODIUM CHLORIDE","0",
18722,2,"INJECTABLE;INJECTION","150MG/100ML;900MG/100ML",0,"SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER","POTASSIUM CHLORIDE; SODIUM CHLORIDE","0",
18722,3,"INJECTABLE;INJECTION","220MG/100ML;900MG/100ML",0,"SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.22% IN PLASTIC CONTAINER","POTASSIUM CHLORIDE; SODIUM CHLORIDE","0",
18722,4,"INJECTABLE;INJECTION","300MG/100ML;900MG/100ML",0,"SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.3% IN PLASTIC CONTAINER","POTASSIUM CHLORIDE; SODIUM CHLORIDE","0",
18723,1,"TABLET, DELAYED RELEASE;ORAL","EQ 250MG VALPROIC ACID",1,"DEPAKOTE","DIVALPROEX SODIUM","0",
18723,2,"TABLET, DELAYED RELEASE;ORAL","EQ 500MG VALPROIC ACID",1,"DEPAKOTE","DIVALPROEX SODIUM","1",
18723,3,"TABLET, DELAYED RELEASE;ORAL","EQ 125MG VALPROIC ACID",1,"DEPAKOTE","DIVALPROEX SODIUM","0",
18725,1,"INJECTABLE;INJECTION","20MG/100ML;30MG/100ML;380MG/100ML;600MG/100ML",0,"ACETATED RINGER'S IN PLASTIC CONTAINER","CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE","0",
18726,1,"OINTMENT;TOPICAL","0.2% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"WESTCORT","HYDROCORTISONE VALERATE","0",
18730,1,"CAPSULE;ORAL","25MG",0,"INDOMETHACIN","INDOMETHACIN","0",
18730,2,"CAPSULE;ORAL","50MG",0,"INDOMETHACIN","INDOMETHACIN","0",
18731,1,"TABLET;ORAL","5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"BUSPAR","BUSPIRONE HYDROCHLORIDE","0",
18731,2,"TABLET;ORAL","10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"BUSPAR","BUSPIRONE HYDROCHLORIDE","0",
18731,3,"TABLET;ORAL","15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"BUSPAR","BUSPIRONE HYDROCHLORIDE","0",
18731,4,"TABLET;ORAL","30MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"BUSPAR","BUSPIRONE HYDROCHLORIDE","0",
18733,1,"TABLET;ORAL","EQ 0.5MG BASE;EQ 50MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",0,"TALWIN NX","NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE","0",
18735,1,"INJECTABLE;INJECTION","41%",1,"ISOVUE-M 200","IOPAMIDOL","1",
18735,2,"INJECTABLE;INJECTION","61%",1,"ISOVUE-300","IOPAMIDOL","1",
18735,3,"INJECTABLE;INJECTION","76%",1,"ISOVUE-370","IOPAMIDOL","1",
18735,4,"INJECTABLE;INJECTION","61%",1,"ISOVUE-M 300","IOPAMIDOL","1",
18735,5,"INJECTABLE;INJECTION","26%",0,"ISOVUE-128","IOPAMIDOL","0",
18735,6,"INJECTABLE;INJECTION","41%",1,"ISOVUE-200","IOPAMIDOL","1",
18735,7,"INJECTABLE;INJECTION","51%",1,"ISOVUE-250","IOPAMIDOL","1",
18737,1,"CREAM;TOPICAL","1%",1,"EXELDERM","SULCONAZOLE NITRATE","1",
18738,1,"SOLUTION;TOPICAL","1%",1,"EXELDERM","SULCONAZOLE NITRATE","1",
18740,1,"TABLET;ORAL","250MG",0,"METRONIDAZOLE","METRONIDAZOLE","0",
18740,2,"TABLET;ORAL","500MG",0,"METRONIDAZOLE","METRONIDAZOLE","0",
18741,1,"OINTMENT, AUGMENTED;TOPICAL","EQ 0.05% BASE",1,"DIPROLENE","BETAMETHASONE DIPROPIONATE","1",
18744,1,"INJECTABLE;INJECTION","5GM/100ML;75MG/100ML",0,"POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; POTASSIUM CHLORIDE","0",
18744,2,"INJECTABLE;INJECTION","5GM/100ML;150MG/100ML",0,"POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; POTASSIUM CHLORIDE","0",
18744,3,"INJECTABLE;INJECTION","5GM/100ML;220MG/100ML",0,"POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; POTASSIUM CHLORIDE","0",
18744,4,"INJECTABLE;INJECTION","5GM/100ML;300MG/100ML",0,"POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; POTASSIUM CHLORIDE","0",
18746,2,"SOLUTION/DROPS;OPHTHALMIC","0.5%;0.05%",0,"VASOCON-A","ANTAZOLINE PHOSPHATE; NAPHAZOLINE HYDROCHLORIDE","0",
18747,1,"CAPSULE, EXTENDED RELEASE;ORAL","8MG;120MG",0,"ISOCLOR","CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE","0",
18748,1,"CREAM;TOPICAL","0.77%",1,"LOPROX","CICLOPIROX","1",
18749,1,"TABLET;ORAL","250MG",1,"LITHOSTAT","ACETOHYDROXAMIC ACID","1",
18750,2,"TABLET;ORAL","40MG",0,"FUROSEMIDE","FUROSEMIDE","0",
18751,1,"CREAM;TOPICAL","1%",1,"SPECTAZOLE","ECONAZOLE NITRATE","0",
18753,1,"TABLET;ORAL","20MG",0,"FUROSEMIDE","FUROSEMIDE","0",
18753,2,"TABLET;ORAL","40MG",0,"FUROSEMIDE","FUROSEMIDE","0",
18754,1,"CAPSULE;ORAL","25MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ORUDIS","KETOPROFEN","0",
18754,2,"CAPSULE;ORAL","50MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ORUDIS","KETOPROFEN","0",
18754,3,"CAPSULE;ORAL","75MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"ORUDIS","KETOPROFEN","0",
18757,2,"POWDER;ORAL","2.5GM/PACKET",0,"CALCIBIND","CELLULOSE SODIUM PHOSPHATE","0",
18757,3,"POWDER;ORAL","300GM/BOT",0,"CALCIBIND","CELLULOSE SODIUM PHOSPHATE","0",
18758,1,"INJECTABLE;INJECTION","20%",0,"TRAVAMULSION 20%","SOYBEAN OIL","0",
18760,1,"TABLET;ORAL","100MG;25MG",1,"TENORETIC 100","ATENOLOL; CHLORTHALIDONE","1",
18760,2,"TABLET;ORAL","50MG;25MG",1,"TENORETIC 50","ATENOLOL; CHLORTHALIDONE","0",
18761,1,"SOLUTION;INHALATION","0.6%",0,"ALUPENT","METAPROTERENOL SULFATE","0",
18761,2,"SOLUTION;INHALATION","0.4%",0,"ALUPENT","METAPROTERENOL SULFATE","0",
18762,1,"AEROSOL, METERED;INHALATION","0.2MG/INH",0,"BRETHAIRE","TERBUTALINE SULFATE","0",
18763,1,"OINTMENT;TOPICAL","0.25% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"TOPICORT","DESOXIMETASONE","0",
18764,1,"TABLET;ORAL","250MG",0,"METRONIDAZOLE","METRONIDAZOLE","0",
18764,2,"TABLET;ORAL","500MG",0,"METRONIDAZOLE","METRONIDAZOLE","0",
18766,2,"TABLET;ORAL","50MG",0,"ANSAID","FLURBIPROFEN","0",
18766,3,"TABLET;ORAL","100MG",0,"ANSAID","FLURBIPROFEN","0",
18768,1,"INJECTABLE;INJECTION","20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"VEPESID","ETOPOSIDE","0",
18770,1,"AEROSOL, METERED;INHALATION","0.37MG/INH",0,"TORNALATE","BITOLTEROL MESYLATE","0",
18771,1,"INSERT;OPHTHALMIC","5MG",1,"LACRISERT","HYDROXYPROPYL CELLULOSE","1",
18774,1,"INJECTABLE;INJECTION","0.8MG/ML",0,"NITROL","NITROGLYCERIN","0",
18776,2,"INJECTABLE;INJECTION","10MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"NORCURON","VECURONIUM BROMIDE","0",
18776,3,"INJECTABLE;INJECTION","20MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"NORCURON","VECURONIUM BROMIDE","0",
18777,1,"INJECTABLE;INJECTION","100 UNITS/ML",0,"NOVOLIN L","INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN","0",
18778,1,"INJECTABLE;INJECTION","100 UNITS/ML",0,"NOVOLIN R","INSULIN RECOMBINANT PURIFIED HUMAN","0",
18780,1,"INJECTABLE;INJECTION","100 UNITS/ML",1,"HUMULIN R","INSULIN RECOMBINANT HUMAN","1",
18780,2,"SOLUTION;SUBCUTANEOUS","1500 UNITS/3ML (500 UNITS/ML)",1,"HUMULIN R KWIKPEN","INSULIN HUMAN","1",
18780,4,"SOLUTION;SUBCUTANEOUS","10000 UNITS/20ML (500 UNITS/ML)",1,"HUMULIN R","INSULIN HUMAN","1",
18780,5,"INJECTABLE;INJECTION","100 UNITS/ML",1,"HUMULIN R PEN","INSULIN RECOMBINANT HUMAN","1",
18781,1,"INJECTABLE;INJECTION","100 UNITS/ML",1,"HUMULIN N","INSULIN SUSP ISOPHANE RECOMBINANT HUMAN","1",
18782,1,"TABLET;ORAL-28","0.03MG;0.15MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"NORDETTE-28","ETHINYL ESTRADIOL; LEVONORGESTREL","0",
18785,1,"TABLET;ORAL","100MG",0,"ALLOPURINOL","ALLOPURINOL","0",
18785,2,"TABLET;ORAL","300MG",0,"ALLOPURINOL","ALLOPURINOL","0",
18786,1,"INJECTABLE;INJECTION","20%",0,"SOYACAL 20%","SOYBEAN OIL","0",
18790,1,"TABLET;ORAL","40MG",0,"FUROSEMIDE","FUROSEMIDE","0",
18792,1,"INJECTABLE;INJECTION","6.4% (6.4GM/100ML)",0,"NEOPHAM 6.4%","AMINO ACIDS","0",
18793,1,"CAPSULE, EXTENDED RELEASE;ORAL","12MG;75MG",0,"COLD CAPSULE IV","CHLORPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE","0",
18794,1,"CAPSULE, EXTENDED RELEASE;ORAL","8MG;75MG",0,"COLD CAPSULE V","CHLORPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE","0",
18795,1,"CREAM;TOPICAL","0.1%",0,"LOCOID","HYDROCORTISONE BUTYRATE","0",
18796,1,"GEL;OPHTHALMIC","4%",0,"PILOPINE HS","PILOCARPINE HYDROCHLORIDE","0",
18799,1,"INJECTABLE;INJECTION","300MG/ML",0,"PRALIDOXIME CHLORIDE","PRALIDOXIME CHLORIDE","0",
18800,1,"INJECTABLE;INJECTION","9MG/ML",1,"BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","SODIUM CHLORIDE","1",
18801,1,"LIQUID;N/A","100%",1,"STERILE WATER FOR INJECTION IN PLASTIC CONTAINER","STERILE WATER FOR INJECTION","1",
18802,1,"LIQUID;N/A","100%",1,"BACTERIOSTATIC WATER FOR INJECTION IN PLASTIC CONTAINER","STERILE WATER FOR INJECTION","1",
18803,1,"INJECTABLE;INJECTION","9MG/ML",1,"SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","SODIUM CHLORIDE","1",
18804,1,"INJECTABLE;INJECTION","3.5% (3.5GM/100ML)",0,"AMINOSYN 3.5% IN PLASTIC CONTAINER","AMINO ACIDS","0",
18804,2,"INJECTABLE;INJECTION","3.5%;21MG/100ML;40MG/100ML;128MG/100ML;234MG/100ML",0,"AMINOSYN 3.5% M IN PLASTIC CONTAINER","AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE","0",
18806,1,"CAPSULE;ORAL","25MG",0,"INDOMETHACIN","INDOMETHACIN","0",
18806,2,"CAPSULE;ORAL","50MG",0,"INDOMETHACIN","INDOMETHACIN","0",
18807,1,"SOLUTION;INTRAPERITONEAL","510MG/100ML;30GM/100ML;200MG/100ML;9.2GM/100ML;9.6GM/100ML",0,"DIALYTE CONCENTRATE W/ DEXTROSE 30% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE","0",
18807,2,"SOLUTION;INTRAPERITONEAL","510MG/100ML;50GM/100ML;200MG/100ML;9.2GM/100ML;9.6GM/100ML",0,"DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE","0",
18807,3,"SOLUTION;INTRAPERITONEAL","510MG/100ML;30GM/100ML;200MG/100ML;9.4GM/100ML;11GM/100ML",0,"DIALYTE CONCENTRATE W/ DEXTROSE 30% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE","0",
18807,4,"SOLUTION;INTRAPERITONEAL","510MG/100ML;50GM/100ML;200MG/100ML;9.4GM/100ML;11GM/100ML",0,"DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE","0",
18810,1,"CREAM;TOPICAL","1%",0,"THERMAZENE","SILVER SULFADIAZINE","0",
18812,1,"SUSPENSION;ORAL","200MG/5ML;40MG/5ML",0,"SULFAMETHOXAZOLE AND TRIMETHOPRIM","SULFAMETHOXAZOLE; TRIMETHOPRIM","0",
18812,2,"SUSPENSION;ORAL","200MG/5ML;40MG/5ML",0,"SULFAMETHOXAZOLE AND TRIMETHOPRIM","SULFAMETHOXAZOLE; TRIMETHOPRIM","0",
18813,1,"LOTION;TOPICAL","1%",0,"LOTRIMIN","CLOTRIMAZOLE","0",
18814,1,"INJECTABLE;INJECTION","4,000 UNITS/100ML",0,"HEPARIN SODIUM 20,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER","HEPARIN SODIUM","0",
18814,2,"INJECTABLE;INJECTION","2,000 UNITS/100ML",0,"HEPARIN SODIUM 10,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER","HEPARIN SODIUM","0",
18814,3,"INJECTABLE;INJECTION","5,000 UNITS/100ML",0,"HEPARIN SODIUM 25,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER","HEPARIN SODIUM","0",
18814,4,"INJECTABLE;INJECTION","10,000 UNITS/100ML",0,"HEPARIN SODIUM 25,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER","HEPARIN SODIUM","0",
18817,1,"TABLET;ORAL","80MG",1,"CALAN","VERAPAMIL HYDROCHLORIDE","0",
18817,2,"TABLET;ORAL","120MG",1,"CALAN","VERAPAMIL HYDROCHLORIDE","1",
18817,3,"TABLET;ORAL","40MG",0,"CALAN","VERAPAMIL HYDROCHLORIDE","0",
18817,4,"TABLET;ORAL","160MG",0,"CALAN","VERAPAMIL HYDROCHLORIDE","0",
18818,1,"TABLET;ORAL","250MG",0,"METRONIDAZOLE","METRONIDAZOLE","0",
18818,2,"TABLET;ORAL","500MG",0,"METRONIDAZOLE","METRONIDAZOLE","0",
18821,1,"SOLUTION;ORAL","EQ 5MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"REGLAN","METOCLOPRAMIDE HYDROCHLORIDE","0",
18823,1,"TABLET;ORAL","20MG",0,"FUROSEMIDE","FUROSEMIDE","0",
18823,2,"TABLET;ORAL","40MG",0,"FUROSEMIDE","FUROSEMIDE","0",
18826,1,"INJECTABLE;INJECTION","80MG/100ML",1,"DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER","DOPAMINE HYDROCHLORIDE","1",
18826,2,"INJECTABLE;INJECTION","160MG/100ML",1,"DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER","DOPAMINE HYDROCHLORIDE","1",
18826,3,"INJECTABLE;INJECTION","320MG/100ML",1,"DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER","DOPAMINE HYDROCHLORIDE","1",
18827,1,"CREAM;TOPICAL","EQ 0.05% BASE;1%",1,"LOTRISONE","BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE","1",
18828,1,"CAPSULE;ORAL","200MG",1,"ZOVIRAX","ACYCLOVIR","0",
18829,1,"CAPSULE;ORAL","50MG",0,"INDOMETHACIN","INDOMETHACIN","0",
18829,2,"CAPSULE;ORAL","25MG",0,"INDOMETHACIN","INDOMETHACIN","0",
18830,1,"TABLET;ORAL","100MG",1,"TAMBOCOR","FLECAINIDE ACETATE","0",
18830,2,"TABLET;ORAL","200MG",0,"TAMBOCOR","FLECAINIDE ACETATE","0",
18830,3,"TABLET;ORAL","150MG",1,"TAMBOCOR","FLECAINIDE ACETATE","0",
18830,4,"TABLET;ORAL","50MG",1,"TAMBOCOR","FLECAINIDE ACETATE","0",
18831,1,"INJECTABLE;INJECTION","10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"TRACRIUM PRESERVATIVE FREE","ATRACURIUM BESYLATE","0",
18831,2,"INJECTABLE;INJECTION","10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",1,"TRACRIUM","ATRACURIUM BESYLATE","0",
18832,2,"TABLET;ORAL","100MG",0,"ALLOPURINOL","ALLOPURINOL","0",
18833,1,"TABLET;ORAL","300MG",0,"LITHANE","LITHIUM CARBONATE","0",
18839,1,"CREAM;TOPICAL","EQ 0.1% BASE",0,"BETADERM","BETAMETHASONE VALERATE","0",
