"revpanstr","revpan","medspecstr","medspec","prodcode","devname","devclassstr","devclass","unclass","gmpexempt","thirdpartystr","thirdparty","revcode3str","revcode3","regnum","typeid","def","physstate","techmeth","targetarea","implant","lifesust"
"DE",6869,"DE",6869,"DZE","Implant, Endosseous, Root-Form","2",2,,"N","N",78,,,872.364013671875,1,,,,,"Y","N"
"SU",8385,,,"DZG","Suture, Dental","3",3,,"N","N",78,,,,2,,,,,"Y","N"
"DE",6869,"DE",6869,"DZH","Saw, Bone, Ac-Powered","2",2,,"N","P",80,,,872.411987304688,1,,,,,"N","N"
"DE",6869,"DE",6869,"DZI","Drill, Bone, Powered","2",2,,"N","P",80,,,872.411987304688,1,,,,,"N","N"
"DE",6869,"DE",6869,"DZJ","Driver, Wire, And Bone Drill, Manual","2",2,,"N","P",80,,,872.411987304688,1,,,,,"N","N"
"DE",6869,"DE",6869,"DZK","Wire, Fixation, Intraosseous","2",2,,"N","N",78,,,872.487976074219,1,,,,,"Y","N"
"DE",6869,"DE",6869,"DZL","Screw, Fixation, Intraosseous","2",2,,"N","N",78,,,872.487976074219,1,,,,,"Y","N"
"DE",6869,"DE",6869,"DZM","Needle, Dental","1",1,,"N","N",78,,,872.473022460938,4,,,,,"N","N"
"DE",6869,"DE",6869,"DZN","Instruments, Dental Hand","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"DZP","Instrument, Diamond, Dental","1",1,,"N","N",78,,,872.453491210938,4,,,,,"N","N"
"DE",6869,"DE",6869,"DZS","Capsule, Dental, Amalgam","1",1,,"N","N",78,,,872.310974121094,4,,,,,"N","N"
"DE",6869,"DE",6869,"EAQ","Detector, Ultraviolet","2",2,,"N","P",80,,,872.635009765625,1,,,,,"N","N"
"DE",6869,"DE",6869,"EAS","Gel, Electrode, For Pulp Tester","1",1,,"N","N",78,,,872.172973632812,4,,,,,"N","N"
"DE",6869,"DE",6869,"EAT","Tester, Pulp","2",2,,"N","P",80,,,872.171997070312,4,,,,,"N","N"
"DE",6869,"DE",6869,"EAX","Mirror, Mouth","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EAY","Light, Fiber Optic, Dental","1",1,,"N","N",78,,,872.461975097656,4,,,,,"N","N"
"DE",6869,"DE",6869,"EAZ","Light, Operating, Dental","1",1,,"N","N",78,,,872.463012695312,4,,,,,"N","N"
"DE",6869,"DE",6869,"EBA","Light, Surgical Headlight","1",1,,"N","N",78,,,872.463012695312,4,,,,,"N","N"
"DE",6869,"DE",6869,"EBC","Sealant, Pit And Fissure, And Conditioner","2",2,,"N","P",80,,,872.376525878906,1,,,,,"N","N"
"DE",6869,"DE",6869,"EBD","Coating, Filling Material, Resin","2",2,,"N","P",80,,,872.330993652344,1,,,,,"N","N"
"DE",6869,"DE",6869,"EBE","Coating, Denture Hydrophilic, Resin","2",2,,"N","P",80,,,872.330017089844,4,,,,,"N","N"
"DE",6869,"DE",6869,"EBF","Material, Tooth Shade, Resin","2",2,,"N","Y",89,"M",77,872.369018554688,1,,,,,"N","N"
"DE",6869,"DE",6869,"EBG","Crown And Bridge, Temporary, Resin","2",2,,"N","P",80,,,872.377014160156,1,,,,,"N","N"
"DE",6869,"DE",6869,"EBH","Material, Impression Tray, Resin","1",1,,"Y","N",78,,,872.367004394531,4,,,,,"N","N"
"DE",6869,"DE",6869,"EBI","Resin, Denture, Relining, Repairing, Rebasing","2",2,,"N","P",80,,,872.3759765625,1,,,,,"N","N"
"DE",6869,"DE",6869,"EBL","Pin, Retentive And Splinting, And Accessory Instruments","1",1,,"N","N",78,,,872.3740234375,4,,,,,"N","N"
"DE",6869,"DE",6869,"EBO","Denture Repair Kit","2",2,,"N","P",80,,,872.356994628906,7,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.","This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.","This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.","This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.","N","N"
"DE",6869,"DE",6869,"EBP","Reliner, Denture, Over The Counter","2",2,,"N","P",80,,,872.356018066406,4,,,,,"N","N"
"DE",6869,"DE",6869,"EBR","Unit, Suction Operatory","1",1,,"N","Y",89,"M",77,872.664001464844,4,,,,,"N","N"
"DE",6869,"DE",6869,"EBW","Controller, Foot, Handpiece And Cord","1",1,,"N","Y",89,"M",77,872.419982910156,1,,,,,"N","N"
"DE",6869,"DE",6869,"EBZ","Activator, Ultraviolet, For Polymerization","2",2,,"N","P",80,,,872.606994628906,1,,,,,"N","N"
"DE",6869,"DE",6869,"ECB","Unit, Syringe, Air And/Or Water","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"ECC","Sterilizer, Glass Bead","3",3,,"N","N",78,,,872.672973632812,2,"Call for PMAs on 4/21/97 per 62 FR 2902 on 1/27/97",,,,"N","N"
"DE",6869,"DE",6869,"ECG","Sterilizer, Boiling Water","1",1,,"N","Y",89,"M",77,872.671020507812,1,,,,,"N","N"
"DE",6869,"DE",6869,"ECI","Band, Elastic, Orthodontic","1",1,,"N","N",78,,,872.541015625,4,,,,,"N","N"
"DE",6869,"DE",6869,"ECM","Band, Preformed, Orthodontic","1",1,,"N","N",78,,,872.541015625,4,,,,,"N","N"
"DE",6869,"DE",6869,"ECN","Clamp, Wire, Orthodontic","1",1,,"N","N",78,,,872.541015625,4,,,,,"N","N"
"DE",6869,"DE",6869,"ECO","Spring, Orthodontic","1",1,,"N","N",78,,,872.541015625,4,,,,,"N","N"
"DE",6869,"DE",6869,"ECP","Instrument, Ligature Tucking, Orthodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"ECQ","Aligner, Bracket, Orthodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"ECR","Setter, Band, Orthodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"ECS","Pusher, Band, Orthodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"ECT","Driver, Band, Orthodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"AN",6578,"AN",6578,"ECX","Cylinder, Compressed Gas, And Valve","1",1,,"N","N",78,,,868.27001953125,4,,,,,"N","N"
"DE",6869,"DE",6869,"EEA","Plate, Base, Shellac","1",1,,"Y","N",78,,,872.619995117188,4,,,,,"N","N"
"DE",6869,"DE",6869,"EEF","Clamp, Rubber Dam","1",1,,"Y","N",78,,,872.630004882812,4,,,,,"N","N"
"DE",6869,"DE",6869,"EEG","Heat Source For Bleaching Teeth","1",1,,"N","N",78,,,872.647521972656,4,,,,,"N","N"
"DE",6869,"DE",6869,"EEJ","Guard, Disk","1",1,,"Y","N",78,,,872.601013183594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EFA","Handpiece, Belt And/Or Gear Driven, Dental","1",1,,"N","Y",89,"M",77,872.419982910156,1,,,,,"N","N"
"DE",6869,"DE",6869,"EFB","Handpiece, Air-Powered, Dental","1",1,,"N","Y",89,"M",77,872.419982910156,1,,,,,"N","N"
"DE",6869,"DE",6869,"EFC","Warmer, Anesthetic Tube","1",1,,"N","N",78,,,872.609985351562,4,,,,,"N","N"
"DE",6869,"DE",6869,"EFD","Amalgamator, Dental, Ac-Powered","1",1,,"N","N",78,,,872.309997558594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EFH","Paper, Articulation","1",1,,"Y","N",78,,,872.614013671875,4,,,,,"N","N"
"DE",6869,"DE",6869,"EFK","Forceps, Articulation Paper","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EFL","Forceps, Dressing, Dental","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EFN","Cotton, Roll","1",1,,"Y","N",78,,,872.60498046875,4,,,,,"N","N"
"SU",8385,,,"EFQ","Gauze/Sponge, Internal","U",85,1,"N","N",78,,,,1,,,,,"N","N"
"DE",6869,"DE",6869,"EFS","Unit, Oral Irrigation","1",1,,"N","N",78,,,872.651000976562,4,,,,,"N","N"
"DE",6869,"DE",6869,"EFT","Cleanser, Denture, Over The Counter","1",1,,"N","N",78,,,872.351989746094,4,,,,,"N","N"
"DE",6869,"DE",6869,"EFW","Toothbrush, Manual","1",1,,"Y","N",78,,,872.685485839844,4,,,,,"N","N"
"DE",6869,"DE",6869,"EFX","Protector, Silicate","1",1,,"Y","N",78,,,872.6669921875,4,,,,,"N","N"
"DE",6869,"DE",6869,"EGD","Wax, Dental, Intraoral","1",1,,"Y","N",78,,,872.689025878906,4,,,,,"N","N"
"DE",6869,"DE",6869,"EGG","Attachment, Precision, All","1",1,,"N","N",78,,,872.316528320312,4,,,,,"N","N"
"DE",6869,"DE",6869,"EGI","Parallelometer","1",1,,"N","P",80,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EGM","Injector, Jet, Mechanical-Powered","2",2,,"N","P",80,,,872.447509765625,1,,,,,"N","N"
"DE",6869,"DE",6869,"EGN","Scissors, Surgical Tissue, Dental","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EGQ","Injector, Jet, Gas-Powered","2",2,,"N","P",80,,,872.446472167969,1,,,,,"N","N"
"DE",6869,"DE",6869,"EGS","Handpiece, Contra- And Right-Angle Attachment, Dental","1",1,,"N","Y",89,"M",77,872.419982910156,1,,,,,"N","N"
"DE",6869,"DE",6869,"EGZ","Holder, Film, X-Ray","1",1,,"Y","N",78,,,872.190490722656,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHA","Aligner, Beam, X-Ray","1",1,,"N","N",78,,,872.182006835938,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHE","Dispenser, Mercury And/Or Alloy","1",1,,"N","N",78,,,872.307983398438,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHJ","Disk, Abrasive","1",1,,"Y","N",78,,,872.601013183594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHK","Cup, Prophylaxis","1",1,,"Y","N",78,,,872.629028320312,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHL","Point, Abrasive","1",1,,"Y","N",78,,,872.601013183594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHM","Strip, Polishing Agent","1",1,,"Y","N",78,,,872.601013183594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHO","Bar, Preformed","1",1,,"N","N",78,,,872.316528320312,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHP","Clasp, Preformed","1",1,,"N","N",78,,,872.328491210938,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHQ","Cusp, Preformed","1",1,,"N","N",78,,,872.335998535156,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHR","Pad, Denture, Over The Counter","2",2,,"N","P",80,,,872.35400390625,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHS","Cushion, Denture, Over The Counter","2",2,,"N","P",80,,,872.35400390625,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHY","Tray, Impression, Preformed","1",1,,"Y","N",78,,,872.68798828125,4,,,,,"N","N"
"DE",6869,"DE",6869,"EHZ","Evacuator, Oral Cavity","1",1,,"N","Y",89,"M",77,872.664001464844,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIA","Unit, Operative Dental","1",1,,"N","Y",89,"M",77,872.664001464844,1,,,,,"N","N"
"DE",6869,"DE",6869,"EIB","Syringe, Irrigating (Dental)","1",1,,"N","P",80,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIC","Syringe, Periodontic, Endodontic, Irrigating","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EID","Syringe, Restorative And Impression Material","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIE","Dam, Rubber","1",1,,"Y","N",78,,,872.630004882812,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIF","Accessories, Retractor, Dental","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIG","Retractor, All Types","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIH","Powder, Porcelain","2",2,,"N","P",80,,,872.666015625,1,,,,,"N","N"
"DE",6869,"DE",6869,"EIK","Carver, Wax, Dental","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIL","Gauge, Depth, Instrument, Dental","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIR","Scissors, Collar And Crown","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIS","Remover, Crown","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIT","Applicator, Rapid Wax, Dental","2",2,,"N","N",78,,,872.306030273438,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIX","Probe, Periodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EIY","Instrument, Filling, Plastic, Dental","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJB","Handle, Instrument, Dental","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJE","Frame, Rubber Dam","1",1,,"Y","N",78,,,872.630004882812,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJF","Bracket, Metal, Orthodontic","1",1,,"N","N",78,,,872.541015625,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJG","Forceps, Rubber Dam Clamp","1",1,,"Y","N",78,,,872.630004882812,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJH","Alloy, Metal, Base","2",2,,"N","Y",89,"M",77,872.370971679688,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJI","Syringe, Cartridge","2",2,,"N","P",80,,,872.677001953125,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJJ","Alloy, Amalgam","2",2,,"N","P",80,,,872.307006835938,1,,,,,"N","N"
"DE",6869,"DE",6869,"EJK","Liner, Cavity, Calcium Hydroxide","2",2,,"N","P",80,,,872.325012207031,1,,,,,"N","N"
"DE",6869,"DE",6869,"EJL","Bur, Dental","1",1,,"N","N",78,,,872.323974609375,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJP","Articulators","1",1,,"Y","N",78,,,872.315002441406,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJQ","Wheel, Polishing Agent","1",1,,"Y","N",78,,,872.601013183594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJR","Agent, Polishing, Abrasive, Oral Cavity","1",1,,"N","N",78,,,872.60302734375,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJS","Alloy, Other Noble Metal","2",2,,"N","Y",89,"M",77,872.306030273438,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJT","Alloy, Gold-Based Noble Metal","2",2,,"N","Y",89,"M",77,872.306030273438,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJW","Clasp, Wire","1",1,,"N","N",78,,,872.328491210938,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJX","Anchor, Preformed","1",1,,"N","N",78,,,872.31298828125,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJY","Pliers, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EJZ","Knife, Margin Finishing, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKA","File, Margin Finishing, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKB","Explorer, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKC","Excavator, Dental, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKD","Instrument, Cutting, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKE","Curette, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKF","Instrument, Contouring, Matrix, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKG","Condenser, Amalgam And Foil, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKH","Carver, Dental Amalgam, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKI","Carrier, Amalgam, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKJ","Burnisher, Operative","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKK","Spreader, Pulp Canal Filling Material, Endodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKL","Point, Silver, Endodontic","1",1,,"N","N",78,,,872.383972167969,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKM","Gutta-Percha","1",1,,"N","N",78,,,872.385009765625,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKN","Point, Paper, Endodontic","1",1,,"N","N",78,,,872.382995605469,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKO","Denture Preformed (Partially Prefabricated Denture)","2",2,,"N","P",80,,,872.359985351562,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKP","Reamer, Pulp Canal, Endodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKQ","Preparer, Root Canal Endodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKR","Plugger, Root Canal, Endodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKS","File, Pulp Canal, Endodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKT","Curette, Endodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKW","Broach, Endodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EKX","Handpiece, Direct Drive, Ac-Powered","1",1,,"N","Y",89,"M",77,872.419982910156,1,,,,,"N","N"
"DE",6869,"DE",6869,"EKY","Handpiece, Water-Powered","1",1,,"N","Y",89,"M",77,872.419982910156,1,,,,,"N","N"
"DE",6869,"DE",6869,"EKZ","Unit, Electrosurgical, And Accessories, Dental","2",2,,"N","P",80,,,872.492004394531,1,,,,,"N","N"
"DE",6869,"DE",6869,"ELA","Instrument, Hand, Calculus Removal","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"ELB","Scaler, Rotary","2",2,,"N","P",80,,,872.484008789062,1,,,,,"N","N"
"DE",6869,"DE",6869,"ELC","Scaler, Ultrasonic","2",2,,"N","P",80,,,872.484985351562,1,,,,,"N","N"
"DE",6869,"DE",6869,"ELE","Implant, Subperiosteal","2",2,,"N","N",78,,,872.364501953125,1,,,,,"Y","N"
"DE",6869,"DE",6869,"ELJ","Teeth, Artificial, Posterior With Metal Insert","1",1,,"N","N",78,,,872.390014648438,4,,,,,"N","N"
"DE",6869,"DE",6869,"ELK","Teeth, Artificial, Backing And Facing","1",1,,"N","N",78,,,872.390991210938,4,,,,,"N","N"
"DE",6869,"DE",6869,"ELL","Teeth, Porcelain","2",2,,"N","P",80,,,872.392028808594,1,,,,,"N","N"
"DE",6869,"DE",6869,"ELM","Denture, Plastic, Teeth","2",2,,"N","P",80,,,872.359008789062,4,,,,,"N","N"
"DE",6869,"DE",6869,"ELN","Teeth, Preformed Gold Denture","1",1,,"N","N",78,,,872.357971191406,4,,,,,"N","N"
"DE",6869,"DE",6869,"ELO","Cusp, Gold And Stainless Steel","1",1,,"N","N",78,,,872.335021972656,4,,,,,"N","N"
"DE",6869,"DE",6869,"ELR","Post, Root Canal","1",1,,"N","N",78,,,872.380981445312,4,,,,,"N","N"
"DE",6869,"DE",6869,"ELS","Splint, Endodontic Stabilizing","2",2,,"N","P",80,,,872.388977050781,4,,,,,"N","N"
"DE",6869,"DE",6869,"ELW","Material, Impression","2",2,,"N","Y",89,"M",77,872.366027832031,1,,,,,"N","N"
"DE",6869,"DE",6869,"ELY","Mercury","2",2,,"N","Y",89,,,872.307006835938,1,,,,,"N","N"
"DE",6869,"DE",6869,"ELZ","Crown, Preformed","1",1,,"N","N",78,,,872.3330078125,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMA","Cement, Dental","2",2,,"N","Y",89,"M",77,872.327514648438,1,,,,,"N","N"
"DE",6869,"DE",6869,"EMB","Zinc Oxide Eugenol","1",1,,"N","N",78,,,872.327514648438,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMD","Hemostat, Surgical","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EME","Punch, Biopsy, Surgical","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMG","Forceps, Tooth Extractor, Surgical","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMH","Forceps, Rongeur, Surgical","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMI","File, Bone, Surgical","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMJ","Elevator, Surgical, Dental","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMK","Curette, Surgical, Dental","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EML","Chisel, Bone, Surgical","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMM","Chisel, Osteotome, Surgical","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMN","Scaler, Periodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMO","Knife, Periodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMP","Marker, Periodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMQ","Hoe, Periodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMR","File, Periodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"DE",6869,"DE",6869,"EMS","Curette, Periodontic","1",1,,"N","N",78,,,872.456481933594,4,,,,,"N","N"
"EN",6978,"EN",6978,"EMX","Balloon, Epistaxis","1",1,,"N","N",78,,,874.409973144531,4,,,,,"N","N"
"EN",6978,"EN",6978,"ENW","Catheter, Nasopharyngeal","1",1,,"N","N",78,,,874.41748046875,4,,,,,"N","N"
"EN",6978,"EN",6978,"ENZ","Telescope, Laryngeal-Bronchial","2",2,,"N","P",80,,,874.468017578125,1,"If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",,,,"N","N"
"EN",6978,"EN",6978,"EOB","Nasopharyngoscope (Flexible Or Rigid)","2",2,,"N","P",80,,,874.476013183594,1,"If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",,,,"N","N"
"EN",6978,"EN",6978,"EOQ","Bronchoscope (Flexible Or Rigid)","2",2,,"N","P",80,,,874.468017578125,1,"If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",,,,"N","N"
"EN",6978,"EN",6978,"EOX","Esophagoscope (Flexible Or Rigid)","2",2,,"N","P",80,,,874.471008300781,1,"If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",,,,"N","N"
"AN",6578,"AN",6578,"EPE","Brush, Cleaning, Tracheal Tube","1",1,,"Y","N",78,,,868.579528808594,4,,,,,"N","N"
"EN",6978,"EN",6978,"EPF","Hearing Aid, Group And Auditory Trainer","2",2,,"N","P",80,,,874.331970214844,4,,,,,"N","N"
"EN",6978,,,"EPG","Stimulator, Transdermal","3",3,,"N","N",78,,,,2,,,,,"N","N"
"EN",6978,"EN",6978,"EPN","Pump, Nebulizer, Manual","1",1,,"Y","N",78,,,874.52197265625,4,,,,,"N","N"
"EN",6978,"EN",6978,"EPP","Splint, Nasal","1",1,,"N","N",78,,,874.580017089844,4,,,,,"N","N"
"EN",6978,"EN",6978,"EQH","Source, Carrier, Fiberoptic Light","1",1,,"N","N",78,,,874.434997558594,4,,,,,"N","N"
"EN",6978,"EN",6978,"EQJ","Bur, Ear, Nose And Throat","1",1,,"N","N",78,,,874.414001464844,4,,,,,"N","N"
"EN",6978,"EN",6978,"EQL","Laryngostroboscope","1",1,,"N","N",78,,,874.474975585938,4,,,,,"N","N"
"EN",6978,"EN",6978,"EQN","Laryngoscope, Nasopharyngoscope","2",2,,"N","P",80,,,874.476013183594,1,"If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",,,,"N","N"
