code;text;long;starcode;never_main;gender;nonspecific
L851;Ervervet palmoplantar keratose;Ervervet palmar og plantar keratose;;;;
L852;Keratosis punctata (palmaris et plantaris);Keratosis punctata (palmaris et plantaris);;;;
L853;Xerosis cutis;Xerosis cutis;;;;
L858;Annen spesifisert epidermal fortykkelse;Annen spesifisert epidermal fortykkelse;;;;
L859;Uspesifisert epidermal fortykkelse;Uspesifisert epidermal fortykkelse;;;;X
L86;Keratoderma ved sykdom klassifisert annet sted;Keratoderma ved sykdommer klassifisert annet sted;X;X;;
L870;Keratosis follicularis et parafollicularis in cutem penetrans;Keratosis follicularis et parafollicularis in cutem penetr.;;;;
L871;Reaktiv perforerende kollagenose;Reaktiv perforerende kollagenose;;;;
L872;Elastosis perforans serpiginosa;Elastosis perforans serpiginosa;;;;
L878;Annen spesifisert forstyrrelse i transepidermal eliminasjon;Andre spes. forstyrrelser i transepidermal eliminasjon;;;;
L879;Uspesifisert forstyrrelse i transepidermal eliminasjon;Uspesifisert forstyrrelse i transepidermal eliminasjon;;;;X
L88;Pyoderma gangrenosum;Pyoderma gangrenosum;;;;
L890;Dekubitalsår eller trykkskade stadium I;Dekubitalsår og trykkskade stadium I;;;;
L891;Dekubitalsår stadium II;Dekubitalsår stadium II;;;;
L892;Dekubitalsår stadium III;Dekubitalsår stadium III;;;;
L893;Dekubitalsår stadium IV;Dekubitalsår stadium IV;;;;
L899;Uspesifisert dekubitalsår eller trykkskade;Uspesifisert dekubitalsår og trykkskade;;;;X
L900;Lichen sclerosus et atrophicus;Lichen sclerosus et atrophicus;;;;
L901;Schweninger-Buzzis anetodermi;Schweninger-Buzzis anetodermi;;;;
L902;Jadassohn-Pellizzaris anetodermi;Jadassohn-Pellizzaris anetodermi;;;;
L903;Pasinis og Pierinis atrofodermi;Pasinis og Pierinis atrofodermi;;;;
L904;Atrofisk kronisk akrodermatitt;Atrofisk kronisk akrodermatitt;;;;
L905;Arrtilstand eller fibrose i hud;Arrtilstander og fibrose i hud;;;;
L906;Striae atrophicae;Striae atrophicae;;;;
L908;Annen spesifisert atrofisk hudlidelse;Andre spesifiserte atrofiske hudlidelser;;;;
L909;Uspesifisert atrofisk hudlidelse;Uspesifisert atrofisk hudlidelse;;;;X
L910;Cicatrix keloides;Hypertrofisk arr;;;;
L918;Annen spesifisert hypertrofisk hudlidelse;Andre spesifiserte hypertrofiske hudlidelser;;;;
L919;Uspesifisert hypertrofisk hudlidelse;Uspesifisert hypertrofisk hudlidelse;;;;X
L920;Granuloma annulare;Granuloma annulare;;;;
L921;Lipoid nekrobiose, ikke klassifisert annet sted;Lipoid nekrobiose, ikke klassifisert annet sted;;;;
L922;Ansiktsgranulom;Ansiktsgranulom;;;;
L923;Fremmedlegemegranulom i hud eller underhud;Fremmedlegemegranulom i hud og underhud;;;;
L928;Annen spesifisert granulomatøs lidelse i hud eller underhud;Andre spesifiserte granulomatøse lidelser i hud og underhud;;;;
L929;Uspesifisert granulomatøs lidelse i hud eller underhud;Uspesifisert granulomatøs lidelse i hud og underhud;;;;X
L930;Lupus erythematosus discoides;Lupus erythematosus discoides;;;;
L931;Subakutt kutan lupus erythematosus;Subakutt kutan lupus erythematosus;;;;
L932;Annen lokal lupus erythematosus;Annen lokal lupus erythematosus;;;;
L940;Lokalisert skleroderma;Lokalisert skleroderma;;;;
L941;Lineær skleroderma;Lineær skleroderma;;;;
L942;Calcinosis cutis;Calcinosis cutis;;;;
L943;Sklerodaktyli;Sklerodaktyli;;;;
L944;Gottrons papler;Gottrons papler;;;;
L945;Atrofisk vaskulær poikiloderma;Atrofisk vaskulær poikiloderma;;;;
L946;Ainhum;Ainhum;;;;
L948;Annen spesifisert lokalisert bindevevssykdom;Andre spesifiserte lokaliserte bindevevssykdommer;;;;
L949;Uspesifisert lokalisert bindevevssykdom;Uspesifisert lokalisert bindevevssykdom;;;;X
L950;Livedoid vaskulitt;Livedoid vaskulitt;;;;
L951;Erythema elevatum diutinum;Erythema elevatum diutinum;;;;
L958;Annen spesifisert vaskulitt begrenset til hud;Annen spesifisert vaskulitt begrenset til hud;;;;
L959;Uspesifisert vaskulitt begrenset til hud;Uspesifisert vaskulitt begrenset til hud;;;;X
L97;Sår på underekstremitet, ikke klassifisert annet sted;Sår på underekstremitet, ikke klassifisert annet sted;;;;
L980;Pyogent granulom;Pyogent granulom;;;;
L981;Dermatitis factitia;Dermatitis factitia;;;;
L982;Febril nøytrofil dermatose;Febril nøytrofil dermatose;;;;
L983;Eosinofil cellulitt;Eosinofil cellulitt;;;;
L984;Kronisk hudsår, ikke klassifisert annet sted;Kronisk hudsår, ikke klassifisert annet sted;;;;
L985;Hudmucinose;Hudmucinose;;;;
L986;Annen infiltrativ lidelse i hud eller underhud;Andre infiltrative lidelser i hud og underhud;;;;
L987;Mye eller overflødig hud og underhudsvev;Mye eller overflødig hud og underhudsvev;;;;
L988;Annen spesifisert lidelse i hud eller underhud;Andre spesifiserte lidelser i hud og underhud;;;;
L989;Uspesifisert lidelse i hud eller underhud;Uspesifisert lidelse i hud og underhud;;;;X
L990;Hudamyloidose;Hudamyloidose;X;X;;
L998;Annen spesifisert lidelse i hud eller underhud ved sykdom klassifisert annet sted;Andre spes. lid. i hud og underhud ved sykd. klass. a. sted;X;X;;
M000;Artritt eller polyartritt med stafylokokker;Stafylokokkartritt og -polyartritt;;;;
M0000;Artritt eller polyartritt med stafylokokker, i flere lokalisasjoner;"Stafartritt/polyartritt;flere lokalis";;;;
M0001;Artritt eller polyartritt med stafylokokker, i skulderregionen;"Stafartritt/polyartritt;skulderreg";;;;
M0002;Artritt eller polyartritt med stafylokokker, i albue;"Stafartritt/polyartritt;overarm/albue";;;;
M0003;Artritt eller polyartritt med stafylokokker, i håndledd;"Stafartritt/polyartritt;underarm/håndl";;;;
M0004;Artritt eller polyartritt med stafylokokker, i ledd mellom knokler i hånd;"Stafartritt/polyartritt;hånd/fingre";;;;
M0005;Artritt eller polyartritt med stafylokokker, i hofteledd eller sakroiliakalledd;"Stafartritt/polyartritt;bekken/lår";;;;
M0006;Artritt eller polyartritt med stafylokokker, i kneledd;"Stafartritt/polyartritt;legg/kne";;;;
M0007;Artritt eller polyartritt med stafylokokker, i ankel eller ledd mellom knokler i fot;"Stafartritt/polyartritt;ankel/fot/tå";;;;
M0008;Artritt eller polyartritt med stafylokokker, i annen lokalisasjon;"Stafartritt/polyartritt;andre lokalis";;;;
M0009;Artritt eller polyartritt med stafylokokker, i uspesifisert lokalisasjon;"Stafartritt/polyartritt;uspes lokalis";;;;X
M001;Artritt eller polyartritt med pneumokokker;Pneumokokkartritt og -polyartritt;;;;
M0010;Artritt eller polyartritt med pneumokokker, i flere lokalisasjoner;"Pneumok.artritt/polyartritt;flere lokalis";;;;
M0011;Artritt eller polyartritt med pneumokokker, i skulderregionen;"Pneumok.artritt/polyartritt;skulderreg";;;;
M0012;Artritt eller polyartritt med pneumokokker, i albue;"Pneumok.artritt/polyartritt;overarm/albue";;;;
M0013;Artritt eller polyartritt med pneumokokker, i håndledd;"Pneumok.artritt/polyartritt;underarm/håndl";;;;
M0014;Artritt eller polyartritt med pneumokokker, i ledd mellom knokler i hånd;"Pneumok.artritt/polyartritt;hånd/fingre";;;;
M0015;Artritt eller polyartritt med pneumokokker, i hofteledd eller sakroiliakalledd;"Pneumok.artritt/polyartritt;bekken/lår";;;;
M0016;Artritt eller polyartritt med pneumokokker, i kneledd;"Pneumok.artritt/polyartritt;legg/kne";;;;
M0017;Artritt eller polyartritt med pneumokokker, i ankel eller ledd mellom knokler i fot;"Pneumok.artritt/polyartritt;ankel/fot/tå";;;;
M0018;Artritt eller polyartritt med pneumokokker, i annen lokalisasjon;"Pneumok.artritt/polyartritt;andre lokalis";;;;
M0019;Artritt eller polyartritt med pneumokokker, i uspesifisert lokalisasjon;"Pneumok.artritt/polyartritt;uspes lokalis";;;;X
M002;Artritt eller polyartritt med andre streptokokker;Annen streptokokkartritt og -polyartritt;;;;
M0020;Artritt eller polyartritt med andre streptokokker, i flere lokalisasjoner;"Ann strept.artritt/polyartritt;flere lokalis";;;;
M0021;Artritt eller polyartritt med andre streptokokker, i skulderregionen;"Ann strept.artritt/polyartritt;skulderreg";;;;
M0022;Artritt eller polyartritt med andre streptokokker, i albue;"Ann strept.artritt/polyartritt;overarm/albue";;;;
M0023;Artritt eller polyartritt med andre streptokokker, i håndledd;"Ann strept.artritt/polyartritt;underarm/håndl";;;;
M0024;Artritt eller polyartritt med andre streptokokker, i ledd mellom knokler i hånd;"Ann strept.artritt/polyartritt;hånd/fingre";;;;
M0025;Artritt eller polyartritt med andre streptokokker, i hofteledd eller sakroiliakalledd;"Ann strept.artritt/polyartritt;bekken/lår";;;;
M0026;Artritt eller polyartritt med andre streptokokker, i kneledd;"Ann strept.artritt/polyartritt;legg/kne";;;;
M0027;Artritt eller polyartritt med andre streptokokker, i ankel eller ledd mellom knokler i fot;"Ann strept.artritt/polyartritt;ankel/fot/tå";;;;
M0028;Artritt eller polyartritt med andre streptokokker, i annen lokalisasjon;"Ann strept.artritt/polyartritt;andre lokalis";;;;
M0029;Artritt eller polyartritt med andre streptokokker, i uspesifisert lokalisasjon;"Ann strept.artritt/polyartritt;uspes lokalis";;;;X
M008;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme;Artritt og polyartritt s. sk. a. spes. bakt. mikroorganismer;;;;
M0080;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i flere lokalisasjoner;"Artritt pga spes bakt/mikroorg;flere lokalis";;;;
M0081;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i skulderregionen;"Artritt pga spes bakt/mikroorg;skulderreg";;;;
M0082;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i albue;"Artritt pga spes bakt/mikroorg;overarm/albue";;;;
M0083;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i håndledd;"Artritt pga spes bakt/mikroorg;underarm/håndl";;;;
M0084;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i ledd mellom knokler i hånd;"Artritt pga spes bakt/mikroorg;hånd/fingre";;;;
M0085;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i hofteledd eller sakroiliakalledd;"Artritt pga spes bakt/mikroorg;bekken/lår";;;;
M0086;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i kneledd;"Artritt pga spes bakt/mikroorg;legg/kne";;;;
M0087;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i ankel eller ledd mellom knokler i fot;"Artritt pga spes bakt/mikroorg;ankel/fot/tå";;;;
M0088;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i annen lokalisasjon;"Artritt pga spes bakt/mikroorg;andre lokalis";;;;
M0089;Artritt eller polyartritt som skyldes annen spesifisert bakteriell mikroorganisme, i uspesifisert lokalisasjon;"Artritt pga spes bakt/mikroorg;uspes lokalis";;;;X
M009;Uspesifisert pyogen artritt;Uspesifisert pyogen artritt;;;;X
M0090;Uspesifisert pyogen artritti flere lokalisasjoner;"Uspesifisert pyogen artritt;flere lokalis";;;;X
M0091;Uspesifisert pyogen artritt i skulderregionen;"Uspesifisert pyogen artritt;skulderreg";;;;X
M0092;Uspesifisert pyogen artritt i albue;"Uspesifisert pyogen artritt;overarm/albue";;;;X
M0093;Uspesifisert pyogen artritt i håndledd;"Uspesifisert pyogen artritt;underarm/håndl";;;;X
M0094;Uspesifisert pyogen artritt i ledd mellom knokler i hånd;"Uspesifisert pyogen artritt;hånd/fingre";;;;X
M0095;Uspesifisert pyogen artritt i hofteledd eller sakroiliakalledd;"Uspesifisert pyogen artritt;bekken/lår";;;;X
M0096;Uspesifisert pyogen artritt i kneledd;"Uspesifisert pyogen artritt;legg/kne";;;;X
M0097;Uspesifisert pyogen artritt i ankel eller ledd mellom knokler i fot;"Uspesifisert pyogen artritt;ankel/fot/tå";;;;X
M0098;Uspesifisert pyogen artritt i annen lokalisasjon;"Uspesifisert pyogen artritt;andre lokalis";;;;X
M0099;Uspesifisert pyogen artritt i uspesifisert lokalisasjon;"Uspesifisert pyogen artritt;uspes lokalis";;;;X
M010;Meningokokkartritt;Meningokokkartritt;X;X;;
M0100;Meningokokkartritt i flere lokalisasjoner;"Meningokokkartritt;flere lokalis";X;X;;
M0101;Meningokokkartritt i skulderregionen;"Meningokokkartritt;skulderreg";X;X;;
M0102;Meningokokkartritt i albue;"Meningokokkartritt;overarm/albue";X;X;;
M0103;Meningokokkartritt i håndledd;"Meningokokkartritt;underarm/håndl";X;X;;
M0104;Meningokokkartritt i ledd mellom knokler i hånd;"Meningokokkartritt;hånd/fingre";X;X;;
M0105;Meningokokkartritt i hofteledd eller sakroiliakalledd;"Meningokokkartritt;bekken/lår";X;X;;
M0106;Meningokokkartritt i kneledd;"Meningokokkartritt;legg/kne";X;X;;
M0107;Meningokokkartritt i ankel eller ledd mellom knokler i fot;"Meningokokkartritt;ankel/fot/tå";X;X;;
M0108;Meningokokkartritt i annen lokalisasjon;"Meningokokkartritt;andre lokalis";X;X;;
M0109;Meningokokkartritt i uspesifisert lokalisasjon;"Meningokokkartritt;uspes lokalis";X;X;;X
M011;Tuberkuløs artritt;Tuberkuløs artritt;X;X;;
M0110;Tuberkuløs artritt i flere lokalisasjoner;"Tuberkuløs artritt ;flere lokalis";X;X;;
M0111;Tuberkuløs artritt i skulderregionen;"Tuberkuløs artritt ;skulderreg";X;X;;
M0112;Tuberkuløs artritt i albue;"Tuberkuløs artritt ;overarm/albue";X;X;;
M0113;Tuberkuløs artritt i håndledd;"Tuberkuløs artritt ;underarm/håndl";X;X;;
M0114;Tuberkuløs artritt i ledd mellom knokler i hånd;"Tuberkuløs artritt ;hånd/fingre";X;X;;
M0115;Tuberkuløs artritt i hofteledd eller sakroiliakalledd;"Tuberkuløs artritt ;bekken/lår";X;X;;
M0116;Tuberkuløs artritt i kneledd;"Tuberkuløs artritt ;legg/kne";X;X;;
M0117;Tuberkuløs artritt i ankel eller ledd mellom knokler i fot;"Tuberkuløs artritt ;ankel/fot/tå";X;X;;
M0118;Tuberkuløs artritt i annen lokalisasjon;"Tuberkuløs artritt ;andre lokalis";X;X;;
M0119;Tuberkuløs artritt i uspesifisert lokalisasjon;"Tuberkuløs artritt ;uspes lokalis";X;X;;X
M012;Artritt ved borreliose;Artritt ved borreliose;X;X;;
M0120;Artritt ved borreliose, i flere lokalisasjoner;"Artritt ved borreliose ;flere lokalis";X;X;;
M0121;Artritt ved borreliose, i skulderregionen;"Artritt ved borreliose ;skulderreg";X;X;;
M0122;Artritt ved borreliose, i albue;"Artritt ved borreliose ;overarm/albue";X;X;;
M0123;Artritt ved borreliose, i håndledd;"Artritt ved borreliose ;underarm/håndl";X;X;;
M0124;Artritt ved borreliose, i ledd mellom knokler i hånd;"Artritt ved borreliose ;hånd/fingre";X;X;;
M0125;Artritt ved borreliose, i hofteledd eller sakroiliakalledd;"Artritt ved borreliose ;bekken/lår";X;X;;
M0126;Artritt ved borreliose, i kneledd;"Artritt ved borreliose ;legg/kne";X;X;;
M0127;Artritt ved borreliose, i ankel eller ledd mellom knokler i fot;"Artritt ved borreliose ;ankel/fot/tå";X;X;;
M0128;Artritt ved borreliose, i annen lokalisasjon;"Artritt ved borreliose ;andre lokalis";X;X;;
M0129;Artritt ved borreliose, i uspesifisert lokalisasjon;"Artritt ved borreliose ;uspes lokalis";X;X;;X
M013;Artritt ved annen bakteriesykdom klassifisert annet sted;Artritt ved andre bakteriesykdommer klassifisert annet sted;X;X;;
M0130;Artritt ved annen bakteriesykdom klassifisert annet sted, i flere lokalisasjoner;"Artritt v/andre baktsykd KAS;flere lokalis";X;X;;
M0131;Artritt ved annen bakteriesykdom klassifisert annet sted, i skulderregionen;"Artritt v/andre baktsykd KAS;skulderreg";X;X;;
M0132;Artritt ved annen bakteriesykdom klassifisert annet sted, i albue;"Artritt v/andre baktsykd KAS;overarm/albue";X;X;;
M0133;Artritt ved annen bakteriesykdom klassifisert annet sted, i håndledd;"Artritt v/andre baktsykd KAS;underarm/håndl";X;X;;
M0134;Artritt ved annen bakteriesykdom klassifisert annet sted, i ledd mellom knokler i hånd;"Artritt v/andre baktsykd KAS;hånd/fingre";X;X;;
M0135;Artritt ved annen bakteriesykdom klassifisert annet sted, i hofteledd eller sakroiliakalledd;"Artritt v/andre baktsykd KAS;bekken/lår";X;X;;
M0136;Artritt ved annen bakteriesykdom klassifisert annet sted, i kneledd;"Artritt v/andre baktsykd KAS;legg/kne";X;X;;
M0137;Artritt ved annen bakteriesykdom klassifisert annet sted, i ankel eller ledd mellom knokler i fot;"Artritt v/andre baktsykd KAS;ankel/fot/tå";X;X;;
M0138;Artritt ved annen bakteriesykdom klassifisert annet sted, i annen lokalisasjon;"Artritt v/andre baktsykd KAS;andre lokalis";X;X;;
M0139;Artritt ved annen bakteriesykdom klassifisert annet sted, i uspesifisert lokalisasjon;"Artritt v/andre baktsykd KAS;uspes lokalis";X;X;;X
M014;Rubellaartritt;Rubella-artritt;X;X;;
M0140;Rubellaartritt i flere lokalisasjoner;"Rubella-artritt ;flere lokalis";X;X;;
M0141;Rubellaartritt i skulderregionen;"Rubella-artritt ;skulderreg";X;X;;
M0142;Rubellaartritt i albue;"Rubella-artritt ;overarm/albue";X;X;;
M0143;Rubellaartritt i håndledd;"Rubella-artritt ;underarm/håndl";X;X;;
M0144;Rubellaartritt i ledd mellom knokler i hånd;"Rubella-artritt ;hånd/fingre";X;X;;
M0145;Rubellaartritt i hofteledd eller sakroiliakalledd;"Rubella-artritt ;bekken/lår";X;X;;
M0146;Rubellaartritt i kneledd;"Rubella-artritt ;legg/kne";X;X;;
M0147;Rubellaartritt i ankel eller ledd mellom knokler i fot;"Rubella-artritt ;ankel/fot/tå";X;X;;
M0148;Rubellaartritt i annen lokalisasjon;"Rubella-artritt ;andre lokalis";X;X;;
M0149;Rubellaartritt i uspesifisert lokalisasjon;"Rubella-artritt ;uspes lokalis";X;X;;X
M015;Artritt ved annen virussykdom klassifisert annet sted;Artritt ved andre virussykdommer klassifisert annet sted;X;X;;
M0150;Artritt ved annen virussykdom klassifisert annet sted, i flere lokalisasjoner;"Artritt v/andre virussykd KAS;flere lokalis";X;X;;
M0151;Artritt ved annen virussykdom klassifisert annet sted, i skulderregionen;"Artritt v/andre virussykd KAS;skulderreg";X;X;;
M0152;Artritt ved annen virussykdom klassifisert annet sted, i albue;"Artritt v/andre virussykd KAS;overarm/albue";X;X;;
M0153;Artritt ved annen virussykdom klassifisert annet sted, i håndledd;"Artritt v/andre virussykd KAS;underarm/håndl";X;X;;
M0154;Artritt ved annen virussykdom klassifisert annet sted, i ledd mellom knokler i hånd;"Artritt v/andre virussykd KAS;hånd/fingre";X;X;;
M0155;Artritt ved annen virussykdom klassifisert annet sted, i hofteledd eller sakroiliakalledd;"Artritt v/andre virussykd KAS;bekken/lår";X;X;;
M0156;Artritt ved annen virussykdom klassifisert annet sted, i kneledd;"Artritt v/andre virussykd KAS;legg/kne";X;X;;
M0157;Artritt ved annen virussykdom klassifisert annet sted, i ankel eller ledd mellom knokler i fot;"Artritt v/andre virussykd KAS;ankel/fot/tå";X;X;;
M0158;Artritt ved annen virussykdom klassifisert annet sted, i annen lokalisasjon;"Artritt v/andre virussykd KAS;andre lokalis";X;X;;
M0159;Artritt ved annen virussykdom klassifisert annet sted, i uspesifisert lokalisasjon;"Artritt v/andre virussykd KAS;uspes lokalis";X;X;;X
M016;Artritt ved soppsykdom;Artritt ved soppsykdommer;X;X;;
M0160;Artritt ved soppsykdom, i flere lokalisasjoner;"Artritt ved soppsykd;flere lokalis";X;X;;
M0161;Artritt ved soppsykdom, i skulderregionen;"Artritt ved soppsykd;skulderreg";X;X;;
M0162;Artritt ved soppsykdom, i albue;"Artritt ved soppsykd;overarm/albue";X;X;;
M0163;Artritt ved soppsykdom, i håndledd;"Artritt ved soppsykd;underarm/håndl";X;X;;
M0164;Artritt ved soppsykdom, i ledd mellom knokler i hånd;"Artritt ved soppsykd;hånd/fingre";X;X;;
M0165;Artritt ved soppsykdom, i hofteledd eller sakroiliakalledd;"Artritt ved soppsykd;bekken/lår";X;X;;
M0166;Artritt ved soppsykdom, i kneledd;"Artritt ved soppsykd;legg/kne";X;X;;
M0167;Artritt ved soppsykdom, i ankel eller ledd mellom knokler i fot;"Artritt ved soppsykd;ankel/fot/tå";X;X;;
M0168;Artritt ved soppsykdom, i annen lokalisasjon;"Artritt ved soppsykd;andre lokalis";X;X;;
