code_type;code;text_long;text;only_secondary;gender_specific;new_2017;not_in_2016
NCRP;TST0DL;PET/CT-18F NaF Skallebasis - lår;PET/CT-18F NaF Skallebasis - lår;;;;
NCRP;TST0DM;PET/MR-18F NaF Skallebasis - lår;PET/MR-18F NaF Skallebasis - lår;;;;
NCRP;TST0EL;PET/CT-18F DOPA Skallebasis - lår;PET/CT-18F DOPA Skallebasis - lår;;;;
NCRP;TST0EM;PET/MR-18F DOPA Skallebasis - lår;PET/MR-18F DOPA Skallebasis - lår;;;;
NCRP;TST0FL;PET/CT-68Ga DotaX Skallebasis - lår;PET/CT-68Ga DotaX Skallebasis - lår;;;;
NCRP;TST0FM;PET/MR-68Ga DotaX Skallebasis - lår;PET/MR-68Ga DotaX Skallebasis - lår;;;;
NCRP;TST0GL;PET/CT-64Cu DotaX Skallebasis - lår;PET/CT-64Cu DotaX Skallebasis - lår;;;;
NCRP;TST0GM;PET/MR-64Cu DotaX Skallebasis - lår;PET/MR-64Cu DotaX Skallebasis - lår;;;;
NCRP;TST0WL;PET/CT Skallebasis - lår, annet spesifisert radiofarmakum;PET/CT Skallebasis - lår, annet spesifisert radiofarmakum;;;1;1
NCRP;TST0WM;PET/MR Skallebasis - lår, annet spesifisert radiofarmakum;PET/MR Skallebasis - lår, annet spesifisert radiofarmakum;;;1;1
NCRP;TSV0AL;PET/CT-18F FDG Skalletopp - lår;PET/CT-18F FDG Skalletopp - lår;;;;
NCRP;TSV0AM;PET/MR-18F FDG Skalletopp - lår;PET/MR-18F FDG Skalletopp - lår;;;;
NCRP;TSV0BL;PET/CT-18F FACBC Skalletopp-lår;PET/CT-18F FACBC Skalletopp-lår;;;;
NCRP;TSV0BM;PET/MR-18F FACBC Skalletopp-lår;PET/MR-18F FACBC Skalletopp-lår;;;;
NCRP;TSV0CL;PET/CT-18F flutemetamol Skalletopp - lår;PET/CT-18F flutemetamol Skalletopp - lår;;;;
NCRP;TSV0CM;PET/MR-18F flutemetamol Skalletopp - lår;PET/MR-18F flutemetamol Skalletopp - lår;;;;
NCRP;TSV0DL;PET/CT-18F NaF Skalletopp - lår;PET/CT-18F NaF Skalletopp - lår;;;;
NCRP;TSV0DM;PET/MR-18F NaF Skalletopp - lår;PET/MR-18F NaF Skalletopp - lår;;;;
NCRP;TSV0EL;PET/CT-18F DOPA Skalletopp - lår;PET/CT-18F DOPA Skalletopp - lår;;;;
NCRP;TSV0EM;PET/MR-18F DOPA Skalletopp - lår;PET/MR-18F DOPA Skalletopp - lår;;;;
NCRP;TSV0FL;PET/CT-68Ga DotaX Skalletopp - lår;PET/CT-68Ga DotaX Skalletopp - lår;;;;
NCRP;TSV0FM;PET/MR-68Ga DotaX Skalletopp - lår;PET/MR-68Ga DotaX Skalletopp - lår;;;;
NCRP;TSV0GL;PET/CT-64Cu DotaX Skalletopp - lår;PET/CT-64Cu DotaX Skalletopp - lår;;;;
NCRP;TSV0GM;PET/MR-64Cu DotaX Skalletopp - lår;PET/MR-64Cu DotaX Skalletopp - lår;;;;
NCRP;TSV0WL;PET/CT Skalletopp - lår, annet spesifisert radiofarmakum;PET/CT Skalletopp - lår, annet spesifisert radiofarmakum;;;1;1
NCRP;TSV0WM;PET/MR Skalletopp - lår, annet spesifisert radiofarmakum;PET/MR Skalletopp - lår, annet spesifisert radiofarmakum;;;1;1
NCRP;TSX0RT;NTP Radionuklidterapi ved cancer;NTP Radionuklidterapi ved cancer;;;;
NCRP;TSY0AL;PET/CT-18F FDG Helkropp;PET/CT-18F FDG Helkropp;;;;
NCRP;TSY0AM;PET/MR-18F FDG Helkropp;PET/MR-18F FDG Helkropp;;;;
NCRP;TSY0AN;NM Skjelettscintigrafi, helkropp;NM Skjelettscintigrafi, helkropp;;;;
NCRP;TSY0BL;PET/CT-18F FACBC Helkropp;PET/CT-18F FACBC Helkropp;;;;
NCRP;TSY0BM;PET/MR-18F FACBC Helkropp;PET/MR-18F FACBC Helkropp;;;;
NCRP;TSY0BN;NM Benmargsscintigrafi, helkropp;NM Benmargsscintigrafi, helkropp;;;;
NCRP;TSY0CL;PET/CT-18F flutemetamol Helkropp;PET/CT-18F flutemetamol Helkropp;;;;
NCRP;TSY0CM;PET/MR-18F flutemetamol Helkropp;PET/MR-18F flutemetamol Helkropp;;;;
NCRP;TSY0CN;NM Octreotid-scintigrafi;NM Octreotid-scintigrafi;;;;
NCRP;TSY0DL;PET/CT-18F NaF Helkropp;PET/CT-18F NaF Helkropp;;;;
NCRP;TSY0DM;PET/MR-18F NaF Helkropp;PET/MR-18F NaF Helkropp;;;;
NCRP;TSY0DN;NM MIBG-scintigrafi;NM MIBG-scintigrafi;;;;
NCRP;TSY0EL;PET/CT-18F DOPA Helkropp;PET/CT-18F DOPA Helkropp;;;;
NCRP;TSY0EM;PET/MR-18F DOPA Helkropp;PET/MR-18F DOPA Helkropp;;;;
NCRP;TSY0EN;NM Amyloidscintigrafi;NM Amyloidscintigrafi;;;;
NCRP;TSY0FL;PET/CT-68Ga DotaX Helkropp;PET/CT-68Ga DotaX Helkropp;;;;
NCRP;TSY0FM;PET/MR-68Ga DotaX Helkropp;PET/MR-68Ga DotaX Helkropp;;;;
NCRP;TSY0FN;NM Galliumscintigrafi;NM Galliumscintigrafi;;;;
NCRP;TSY0GL;PET/CT-64Cu DotaX Helkropp;PET/CT-64Cu DotaX Helkropp;;;;
NCRP;TSY0GM;PET/MR-64Cu DotaX Helkropp;PET/MR-64Cu DotaX Helkropp;;;;
NCRP;TSY0GN;NM Shuntkvantitering;NM Shuntkvantitering;;;;
NCRP;TSY0HN;NM Helkroppsscan ved ca. tyreoidea;NM Helkroppsscan ved ca. tyreoidea;;;;
NCRP;TSY0JN;NM Helkroppsscan etter terapi;NM Helkroppsscan etter terapi;;;;
NCRP;TSY0RT;NTP Radionuklidterapi av skjelett ved metastaser;NTP Radionuklidterapi av skjelett ved metastaser;;;;
NCRP;TSY0SN;NM Scintigrafi for dosimetriberegning;NM Scintigrafi for dosimetriberegning;;;;
NCRP;TSY0WL;PET/CT Helkropp, annet spesifisert radiofarmakum;PET/CT Helkropp, annet spesifisert radiofarmakum;;;1;1
NCRP;TSY0WM;PET/MR Helkropp, annet spesifisert radiofarmakum;PET/MR Helkropp, annet spesifisert radiofarmakum;;;1;1
NCRP;TSY0XN;NM Helkroppsscan, uspesifisert;NM Helkroppsscan, uspesifisert;;;;
NCRP;WSD90K;Annen perkutan drenasje, ultralydveiledet;Annen perkutan drenasje, ultralydveiledet;;;;
NCRP;WSD93K;Perkutan drenasje av annen abscess, ultralydveiledet;Perkutan drenasje av annen abscess, ultralydveiledet;;;;
NCRP;WSI90X;Bildeveiledet injeksjon av terapeutisk substans i annet væskeholdig hulrom;Bildev. injek. av terap. substans i annet væskeholdig hulrom;;;;
NCRP;WSO90X;Perkutan destruksjon av lesjon ikke klassifisert i andre kapitler;Perkutan destruksjon av lesjon ikke klass. i andre kapitler;;;1;1
NCRP;WSR90X;Perkutan fjerning av (annet) fremmedlegeme;Perkutan fjerning av (annet) fremmedlegeme;;;;
NCRP;WSS90K;Skifte av annet perkutant kateter, ultralydveiledet;Skifte av annet perkutant kateter, ultralydveiledet;;;;
NCRP;WSS93K;Skifte av kateter for perkutan drenasje av annen abscess, ultralydveiledet;Skifte av kat. for perkut drenasje av annen abscess, UL-veil;;;;
NCRP;WSW96X;Annen bildeveiledet intervensjon ikke klassifisert i andre kapitler;Annen bildeveil intervensjon ikke klassif. i andre kapitler;;;;
NCRP;ZTT0AT;DOTATATE (177Lu);DOTATATE (177Lu);1;;;
NCRP;ZTT0BT;Betalutin (177Lu);Betalutin (177Lu);1;;;
NCRP;ZTT0CT;SIRT Selective internal radiotherapy (90Y);SIRT Selective internal radiotherapy (90Y);1;;;
NCRP;ZTX0AC;Undersøkelse utført utenfor radiologisk laboratorium;Undersøkelse utført utenfor radiologisk laboratorium;1;;;
NCRP;ZTX0AD;Radiologisk prosedyre utført ambulant;Radiologisk prosedyre utført ambulant;1;;1;1
NCRP;ZTX0BA;Kun billedtaking;Kun billedtaking;1;;;
NCRP;ZTX0BB;Kun primærgransking;Kun primærgransking;1;;;
NCRP;ZTX0BC;Kun sekundærgransking;Kun sekundærgransking;1;;;
NCRP;ZTX0CA;Akse- og vinkelmål;Akse- og vinkelmål;1;;;
NCRP;ZTX0DA;Transplantat;Transplantat;1;;;
NCRP;ZTX0DB;Preparat;Preparat;1;;;
NCRP;ZTX0EA;Intravenøs kontrast;Intravenøs kontrast;1;;;
NCRP;ZTX0EB;Kontrast i hulrom via nål/kateter;Kontrast i hulrom via nål/kateter;1;;;
NCRP;ZTX0EC;Kontrast både intravenøst og i hulrom;Kontrast både intravenøst og i hulrom;1;;;
NCRP;ZTX0ED;Peroral kontrast;Peroral kontrast;1;;;
NCRP;ZTX0EE;Intraarteriell kontrast;Intraarteriell kontrast;1;;;
NCRP;ZTX0EF;Intraarteriell kontrast via nål/kateter;Intraarteriell kontrast via nål/kateter;1;;;
NCRP;ZTX0EG;Luft som kontrastmiddel;Luft som kontrastmiddel;1;;;
NCRP;ZTX0EH;Medikamentavgivende implantat;Medikamentavgivende implantat;1;;1;1
NCRP;ZTX0FA;Dynamisk undersøkelse;Dynamisk undersøkelse;1;;;
NCRP;ZTX0FB;Perfusjonsundersøkelse;Perfusjonsundersøkelse;1;;;
NCRP;ZTX0FC;Spektroskopi;Spektroskopi;1;;;
NCRP;ZTX0FD;Radiostereofotometri;Radiostereofotometri;1;;;
NCRP;ZTX0FE;Artrografi;Artrografi;1;;;
NCRP;ZTX0FF;Termografi;Termografi;1;;;
NCRP;ZTX0FG;Bruk av SPECT uten CT;Bruk av SPECT uten CT;1;;;
NCRP;ZTX0FH;Bruk av SPECT-CT;Bruk av SPECT-CT;1;;;
NCRP;ZTX0GA;In vitro merking;In vitro merking;1;;;
NCRP;ZTX0GB;Kombinert in vivo og in vitro merking;Kombinert in vivo og in vitro merking;1;;;
NCRP;ZTX0HA;Fysisk stressbelastning;Fysisk stressbelastning;1;;;
NCRP;ZTX0HB;Fysisk stressbelastning og hvile;Fysisk stressbelastning og hvile;1;;;
NCRP;ZTX0HC;Farmakologisk stressbelastning;Farmakologisk stressbelastning;1;;;
NCRP;ZTX0HD;Farmakologisk stressbelastning og hvile;Farmakologisk stressbelastning og hvile;1;;;
NCRP;ZTX0XA;Høyresidig bildediagnostisk undersøkelse;Høyresidig bildediagnostisk undersøkelse;1;;;
NCRP;ZTX0XB;Venstresidig bildediagnostisk undersøkelse;Venstresidig bildediagnostisk undersøkelse;1;;;
NCRP;ZTX0XC;Bilateral bildediagnostisk undersøkelse;Bilateral bildediagnostisk undersøkelse;1;;;
NCRP;ZTX6BB;Oxim (111In);Oxim (111In);1;;;
NCRP;ZTX6FB;DotaX (68Ga);DotaX (68Ga);1;;;
NCRP;ZTX6LE;Acetat (18F);Acetat (18F);1;;;
NCRP;ZTX6LF;Misonidazol (18F);Misonidazol (18F);1;;;
NCRP;ZTX6LG;Aminosyrer (18F);Aminosyrer (18F);1;;;
NCRP;ZTX6LH;ACBC (18F);ACBC (18F);1;;;
NCRP;ZTX6MA;Cholin (11C);Cholin (11C);1;;;
NCRP;ZTX6MB;Acetat (11C);Acetat (11C);1;;;
NCRP;ZTX6MC;CO (11C);CO (11C);1;;;
NCRP;ZTX6MD;CO2 (11C);CO2 (11C);1;;;
NCRP;ZTX6NA;NH3 (13N);NH3 (13N);1;;;
NCRP;ZTX6OA;H2O (15O);H2O (15O);1;;;
NCRP;ZTX6OB;O2 (15O);O2 (15O);1;;;
NCRP;ZTX6PA;DotaX PET(64Cu);DotaX PET(64Cu);1;;;
NCRP;ZTX6QA;Technetium (99mTc) 3,3-diphosphono-1,2-propanedicarboxylic acid;Tc-99m-DPD;1;;;
NCRP;ZTX6RA;Fluortymidin (F-18-FLT);Fluortymidin (F-18-FLT);1;;1;1
NCRP;ZTX6SA;Metionin (C-11);Metionin (C-11);1;;1;1
NCRP;ZTX6TA;Gallium (68) PSMA;Gallium (68) PSMA;1;;1;1
NCRP;ZTX6W9;Radiofarmaka udefinert;Radiofarmaka udefinert;1;;;
